dataset,model,src_ent,tgt_ent,auc,n_eff
bitcoin-alpha,Pewter (full attn),0.08333333333333333,0.5416666666666666,0.8571653354776841,304.5403411283894
bitcoin-alpha,Pewter (full attn),0.08333333333333333,0.5833333333333333,0.8287932406772022,275.8066925125758
bitcoin-alpha,Pewter (full attn),0.08333333333333333,0.625,0.8002550231165828,246.11817557693573
bitcoin-alpha,Pewter (full attn),0.08333333333333333,0.6666666666666666,0.772518300429498,214.50722487154562
bitcoin-alpha,Pewter (full attn),0.08333333333333333,0.7083333333333333,0.7467139809175118,185.62085772851282
bitcoin-alpha,Pewter (full attn),0.08333333333333333,0.75,0.7239436143091776,163.64146999218502
bitcoin-alpha,Pewter (full attn),0.08333333333333333,0.7916666666666666,0.7045105663840999,148.26886896424668
bitcoin-alpha,Pewter (full attn),0.08333333333333333,0.8333333333333333,0.6876832375269397,136.51106814138086
bitcoin-alpha,Pewter (full attn),0.08333333333333333,0.875,0.6722642011645281,125.49742754970505
bitcoin-alpha,Pewter (full attn),0.08333333333333333,0.9166666666666666,0.6572647165899196,113.93608581309068
bitcoin-alpha,Pewter (full attn),0.08333333333333333,0.9583333333333333,0.6421880403553768,102.05671068175133
bitcoin-alpha,Pewter (full attn),0.08333333333333333,1.0,0.6269608549675204,90.69274136079456
bitcoin-alpha,Pewter (full attn),0.125,0.0,0.9979580698915769,1338.0394179630841
bitcoin-alpha,Pewter (full attn),0.125,0.041666666666666664,0.9974342941306238,1390.4496711949555
bitcoin-alpha,Pewter (full attn),0.125,0.08333333333333333,0.9963870691882589,1447.2362000377173
bitcoin-alpha,Pewter (full attn),0.125,0.125,0.9943841622275477,1490.0299459949142
bitcoin-alpha,Pewter (full attn),0.125,0.16666666666666666,0.9908166382097978,1478.6042794984562
bitcoin-alpha,Pewter (full attn),0.125,0.20833333333333331,0.9849785202753842,1364.852054573191
bitcoin-alpha,Pewter (full attn),0.125,0.25,0.9762280023636862,1149.800887725481
bitcoin-alpha,Pewter (full attn),0.125,0.29166666666666663,0.9642032263169131,906.0648010687889
bitcoin-alpha,Pewter (full attn),0.125,0.3333333333333333,0.9489751799922223,703.3729087235531
bitcoin-alpha,Pewter (full attn),0.125,0.375,0.9309416036458602,559.6740992435372
bitcoin-alpha,Pewter (full attn),0.125,0.41666666666666663,0.9104907979814079,462.8151467490467
bitcoin-alpha,Pewter (full attn),0.125,0.4583333333333333,0.8877947598146874,396.7427798397667
bitcoin-alpha,Pewter (full attn),0.125,0.5,0.8630276732714802,349.93794834290463
bitcoin-alpha,Pewter (full attn),0.125,0.5416666666666666,0.8368472187721658,314.7669690697014
bitcoin-alpha,Pewter (full attn),0.125,0.5833333333333333,0.8105170163042338,284.93176793348744
bitcoin-alpha,Pewter (full attn),0.125,0.625,0.7853695475147923,255.03205145000177
bitcoin-alpha,Pewter (full attn),0.125,0.6666666666666666,0.7623795877547878,223.81849879554125
bitcoin-alpha,Pewter (full attn),0.125,0.7083333333333333,0.7423258658425916,195.35358167685945
bitcoin-alpha,Pewter (full attn),0.125,0.75,0.7257224049615599,173.54451976118204
bitcoin-alpha,Pewter (full attn),0.125,0.7916666666666666,0.7123184365451978,158.15713112874218
