dataset,model,src_ent,tgt_ent,auc,n_eff
bitcoin-otc,Pewter (LocalAttn4),0.3333333333333333,0.625,0.7853043348733062,307.6312645343047
bitcoin-otc,Pewter (LocalAttn4),0.3333333333333333,0.6666666666666666,0.7835787905646194,286.02199328640233
bitcoin-otc,Pewter (LocalAttn4),0.3333333333333333,0.7083333333333333,0.7753066644356029,266.3433999889797
bitcoin-otc,Pewter (LocalAttn4),0.3333333333333333,0.75,0.7615585233883643,249.004124058245
bitcoin-otc,Pewter (LocalAttn4),0.3333333333333333,0.7916666666666666,0.7436123147677012,232.63407484920464
bitcoin-otc,Pewter (LocalAttn4),0.3333333333333333,0.8333333333333333,0.7226494796661533,215.1309048359605
bitcoin-otc,Pewter (LocalAttn4),0.3333333333333333,0.875,0.6997222875079071,195.1682094216619
bitcoin-otc,Pewter (LocalAttn4),0.3333333333333333,0.9166666666666666,0.6757987596259996,173.19333256011464
bitcoin-otc,Pewter (LocalAttn4),0.3333333333333333,0.9583333333333333,0.6517717587950644,151.01755451690698
bitcoin-otc,Pewter (LocalAttn4),0.3333333333333333,1.0,0.6284158941330359,130.52085356168513
bitcoin-otc,Pewter (LocalAttn4),0.375,0.0,0.8214655322095631,957.0762807839967
bitcoin-otc,Pewter (LocalAttn4),0.375,0.041666666666666664,0.8178480100969517,988.1946870261061
bitcoin-otc,Pewter (LocalAttn4),0.375,0.08333333333333333,0.8130550087700887,1023.4361884412878
bitcoin-otc,Pewter (LocalAttn4),0.375,0.125,0.8066768921938215,1052.2908553347554
bitcoin-otc,Pewter (LocalAttn4),0.375,0.16666666666666666,0.7981745929463431,1047.2977774934914
bitcoin-otc,Pewter (LocalAttn4),0.375,0.20833333333333331,0.787082611795366,968.4067099064662
bitcoin-otc,Pewter (LocalAttn4),0.375,0.25,0.7735481553620395,809.174169820628
bitcoin-otc,Pewter (LocalAttn4),0.375,0.29166666666666663,0.7589751501009004,629.3726884765342
bitcoin-otc,Pewter (LocalAttn4),0.375,0.3333333333333333,0.7460314853151123,490.0779522728784
bitcoin-otc,Pewter (LocalAttn4),0.375,0.375,0.737511572744974,404.1421543384758
bitcoin-otc,Pewter (LocalAttn4),0.375,0.41666666666666663,0.7348465705401964,357.96020456824164
bitcoin-otc,Pewter (LocalAttn4),0.375,0.4583333333333333,0.7375637365529442,334.92986851479776
bitcoin-otc,Pewter (LocalAttn4),0.375,0.5,0.7437540588346738,321.56734737641483
bitcoin-otc,Pewter (LocalAttn4),0.375,0.5416666666666666,0.7507911132605631,308.41882272914734
bitcoin-otc,Pewter (LocalAttn4),0.375,0.5833333333333333,0.756002699141983,291.4714628899414
bitcoin-otc,Pewter (LocalAttn4),0.375,0.625,0.7573160428870467,271.9513933787407
bitcoin-otc,Pewter (LocalAttn4),0.375,0.6666666666666666,0.7536691059463029,253.05905728058445
bitcoin-otc,Pewter (LocalAttn4),0.375,0.7083333333333333,0.7449675898585341,236.77871425187269
bitcoin-otc,Pewter (LocalAttn4),0.375,0.75,0.7317308341037801,222.9614081658509
bitcoin-otc,Pewter (LocalAttn4),0.375,0.7916666666666666,0.7147487000339796,209.91446789521518
bitcoin-otc,Pewter (LocalAttn4),0.375,0.8333333333333333,0.6949044723490985,195.5570375348891
bitcoin-otc,Pewter (LocalAttn4),0.375,0.875,0.6731219450407981,178.7332989422208
bitcoin-otc,Pewter (LocalAttn4),0.375,0.9166666666666666,0.6503423242215888,159.94239938971964
bitcoin-otc,Pewter (LocalAttn4),0.375,0.9583333333333333,0.6274746481018902,140.84127960033962
bitcoin-otc,Pewter (LocalAttn4),0.375,1.0,0.6053167015989434,123.08974960698708
bitcoin-otc,Pewter (LocalAttn4),0.41666666666666663,0.0,0.8220431346063584,850.6574114412906
bitcoin-otc,Pewter (LocalAttn4),0.41666666666666663,0.041666666666666664,0.8190751742182971,878.368298447561
bitcoin-otc,Pewter (LocalAttn4),0.41666666666666663,0.08333333333333333,0.8151400370914853,909.9172976010896
bitcoin-otc,Pewter (LocalAttn4),0.41666666666666663,0.125,0.809833659256174,936.0437215559996
bitcoin-otc,Pewter (LocalAttn4),0.41666666666666663,0.16666666666666666,0.8025501500235064,932.1723518942159
bitcoin-otc,Pewter (LocalAttn4),0.41666666666666663,0.20833333333333331,0.7926651055951094,862.0530271037088
bitcoin-otc,Pewter (LocalAttn4),0.41666666666666663,0.25,0.7800958799687303,719.6438991574826
bitcoin-otc,Pewter (LocalAttn4),0.41666666666666663,0.29166666666666663,0.7659821885111114,559.0183330417805
bitcoin-otc,Pewter (LocalAttn4),0.41666666666666663,0.3333333333333333,0.7526999820433818,435.20231203248505
bitcoin-otc,Pewter (LocalAttn4),0.41666666666666663,0.375,0.7427216407216813,359.49990332553244
bitcoin-otc,Pewter (LocalAttn4),0.41666666666666663,0.41666666666666663,0.737196946323523,319.5239547250445
bitcoin-otc,Pewter (LocalAttn4),0.41666666666666663,0.4583333333333333,0.735583795333453,300.1425927560132
bitcoin-otc,Pewter (LocalAttn4),0.41666666666666663,0.5,0.7363074793860955,288.823453778403
bitcoin-otc,Pewter (LocalAttn4),0.41666666666666663,0.5416666666666666,0.7375330604146254,276.89954275783555
bitcoin-otc,Pewter (LocalAttn4),0.41666666666666663,0.5833333333333333,0.7376044809507706,261.39532529469614
bitcoin-otc,Pewter (LocalAttn4),0.41666666666666663,0.625,0.7352356583986522,244.32692744066577
bitcoin-otc,Pewter (LocalAttn4),0.41666666666666663,0.6666666666666666,0.7295844635627449,228.8129714462582
bitcoin-otc,Pewter (LocalAttn4),0.41666666666666663,0.7083333333333333,0.7202579872299091,216.18839745034026
bitcoin-otc,Pewter (LocalAttn4),0.41666666666666663,0.75,0.7072787076532001,205.70400794867675
bitcoin-otc,Pewter (LocalAttn4),0.41666666666666663,0.7916666666666666,0.6910292030682537,195.39897583530436
bitcoin-otc,Pewter (LocalAttn4),0.41666666666666663,0.8333333333333333,0.6721766973881972,183.2620675663461
bitcoin-otc,Pewter (LocalAttn4),0.41666666666666663,0.875,0.6515798547929396,168.3986792446085
bitcoin-otc,Pewter (LocalAttn4),0.41666666666666663,0.9166666666666666,0.6301834497874729,151.52391446036063
bitcoin-otc,Pewter (LocalAttn4),0.41666666666666663,0.9583333333333333,0.6089052323889633,134.31896843529
bitcoin-otc,Pewter (LocalAttn4),0.41666666666666663,1.0,0.5885269478997185,118.33779498321437
bitcoin-otc,Pewter (LocalAttn4),0.4583333333333333,0.0,0.8239163895483507,765.7085569215947
bitcoin-otc,Pewter (LocalAttn4),0.4583333333333333,0.041666666666666664,0.8222056552196847,790.8250167739362
bitcoin-otc,Pewter (LocalAttn4),0.4583333333333333,0.08333333333333333,0.8198025928637973,819.6639608741301
bitcoin-otc,Pewter (LocalAttn4),0.4583333333333333,0.125,0.816245913175488,844.156853168943
bitcoin-otc,Pewter (LocalAttn4),0.4583333333333333,0.16666666666666666,0.810790693513646,842.3885237492966
bitcoin-otc,Pewter (LocalAttn4),0.4583333333333333,0.20833333333333331,0.8026019619489707,781.2378014636307
bitcoin-otc,Pewter (LocalAttn4),0.4583333333333333,0.25,0.7913458146245074,653.9756130007397
bitcoin-otc,Pewter (LocalAttn4),0.4583333333333333,0.29166666666666663,0.7778877958742103,508.98700366689536
bitcoin-otc,Pewter (LocalAttn4),0.4583333333333333,0.3333333333333333,0.7643087851572338,396.7722529737682
bitcoin-otc,Pewter (LocalAttn4),0.4583333333333333,0.375,0.7528015456628941,328.0936703227246
bitcoin-otc,Pewter (LocalAttn4),0.4583333333333333,0.41666666666666663,0.7443561651045526,291.75525852843776
bitcoin-otc,Pewter (LocalAttn4),0.4583333333333333,0.4583333333333333,0.7385270172777015,273.8512906023495
bitcoin-otc,Pewter (LocalAttn4),0.4583333333333333,0.5,0.734183018975849,262.9441459932704
bitcoin-otc,Pewter (LocalAttn4),0.4583333333333333,0.5416666666666666,0.7302330547384895,251.59791180570323
bitcoin-otc,Pewter (LocalAttn4),0.4583333333333333,0.5833333333333333,0.7258261101056657,237.869766878603
bitcoin-otc,Pewter (LocalAttn4),0.4583333333333333,0.625,0.720216420824004,223.8895711203718
bitcoin-otc,Pewter (LocalAttn4),0.4583333333333333,0.6666666666666666,0.7126623100791125,212.08792577925314
bitcoin-otc,Pewter (LocalAttn4),0.4583333333333333,0.7083333333333333,0.702529541314051,203.01860336211425
bitcoin-otc,Pewter (LocalAttn4),0.4583333333333333,0.75,0.6895028441284753,195.4326046496294
bitcoin-otc,Pewter (LocalAttn4),0.4583333333333333,0.7916666666666666,0.6737183504185976,187.18620649992073
bitcoin-otc,Pewter (LocalAttn4),0.4583333333333333,0.8333333333333333,0.655734356900992,176.3811796442642
bitcoin-otc,Pewter (LocalAttn4),0.4583333333333333,0.875,0.6363877122403068,162.45060355711541
bitcoin-otc,Pewter (LocalAttn4),0.4583333333333333,0.9166666666666666,0.6166177578210017,146.43595415104014
bitcoin-otc,Pewter (LocalAttn4),0.4583333333333333,0.9583333333333333,0.597307355933976,130.1554587767761
bitcoin-otc,Pewter (LocalAttn4),0.4583333333333333,1.0,0.5791628814183017,115.12696509883637
bitcoin-otc,Pewter (LocalAttn4),0.5,0.0,0.8255589266035754,695.2072174005867
bitcoin-otc,Pewter (LocalAttn4),0.5,0.041666666666666664,0.8254907239792704,718.1281267953311
bitcoin-otc,Pewter (LocalAttn4),0.5,0.08333333333333333,0.8250679102282692,744.5942721199647
bitcoin-otc,Pewter (LocalAttn4),0.5,0.125,0.823741477096311,767.554343664364
bitcoin-otc,Pewter (LocalAttn4),0.5,0.16666666666666666,0.8205855484239557,767.5724137227679
bitcoin-otc,Pewter (LocalAttn4),0.5,0.20833333333333331,0.8145166250937242,714.699408296439
bitcoin-otc,Pewter (LocalAttn4),0.5,0.25,0.8049278356776425,601.632659594073
bitcoin-otc,Pewter (LocalAttn4),0.5,0.29166666666666663,0.7924066284519168,470.91724398938624
bitcoin-otc,Pewter (LocalAttn4),0.5,0.3333333333333333,0.778760430402193,368.6869888244017
bitcoin-otc,Pewter (LocalAttn4),0.5,0.375,0.7659744026341826,305.5150688185535
bitcoin-otc,Pewter (LocalAttn4),0.5,0.41666666666666663,0.7550068978639167,271.48887392008
bitcoin-otc,Pewter (LocalAttn4),0.5,0.4583333333333333,0.7456385447763758,253.96743349679085
bitcoin-otc,Pewter (LocalAttn4),0.5,0.5,0.7372147068424147,242.85801683954404
bitcoin-otc,Pewter (LocalAttn4),0.5,0.5416666666666666,0.72924825969516,232.16425840850727
bitcoin-otc,Pewter (LocalAttn4),0.5,0.5833333333333333,0.7214129969661487,220.6648228204455
bitcoin-otc,Pewter (LocalAttn4),0.5,0.625,0.7132386410845464,210.03295467458767
bitcoin-otc,Pewter (LocalAttn4),0.5,0.6666666666666666,0.7039954036277786,201.76811067118277
bitcoin-otc,Pewter (LocalAttn4),0.5,0.7083333333333333,0.6929217022841194,195.73928226604355
bitcoin-otc,Pewter (LocalAttn4),0.5,0.75,0.6795752511709758,190.3689995007476
bitcoin-otc,Pewter (LocalAttn4),0.5,0.7916666666666666,0.6640283369766861,183.4451823692277
bitcoin-otc,Pewter (LocalAttn4),0.5,0.8333333333333333,0.6468224095868806,173.23782432458776
bitcoin-otc,Pewter (LocalAttn4),0.5,0.875,0.628776408069613,159.53372685732708
bitcoin-otc,Pewter (LocalAttn4),0.5,0.9166666666666666,0.6107736023022045,143.71795156799828
bitcoin-otc,Pewter (LocalAttn4),0.5,0.9583333333333333,0.5935938341305017,127.76375185957087
bitcoin-otc,Pewter (LocalAttn4),0.5,1.0,0.5778097379449795,113.16946656864535
bitcoin-otc,Pewter (LocalAttn4),0.5416666666666666,0.0,0.8262007456594499,635.2586693245412
bitcoin-otc,Pewter (LocalAttn4),0.5416666666666666,0.041666666666666664,0.827771693310493,656.2858438367532
bitcoin-otc,Pewter (LocalAttn4),0.5416666666666666,0.08333333333333333,0.8293801479494249,680.5490815864338
bitcoin-otc,Pewter (LocalAttn4),0.5416666666666666,0.125,0.8304111771118691,701.7446731420885
bitcoin-otc,Pewter (LocalAttn4),0.5416666666666666,0.16666666666666666,0.8297660651804997,702.5800458777562
bitcoin-otc,Pewter (LocalAttn4),0.5416666666666666,0.20833333333333331,0.8260983284633341,656.3792006790447
bitcoin-otc,Pewter (LocalAttn4),0.5416666666666666,0.25,0.8185020779571215,556.1019161515753
bitcoin-otc,Pewter (LocalAttn4),0.5416666666666666,0.29166666666666663,0.8072784619995098,438.8662251410159
bitcoin-otc,Pewter (LocalAttn4),0.5416666666666666,0.3333333333333333,0.7939997521618349,346.0982385972945
bitcoin-otc,Pewter (LocalAttn4),0.5416666666666666,0.375,0.7805352586774583,287.98091812571016
bitcoin-otc,Pewter (LocalAttn4),0.5416666666666666,0.41666666666666663,0.7679241167779421,255.91552223148304
bitcoin-otc,Pewter (LocalAttn4),0.5416666666666666,0.4583333333333333,0.7562346391437103,238.67077818025192
bitcoin-otc,Pewter (LocalAttn4),0.5416666666666666,0.5,0.7452205739473342,227.64983343360248
bitcoin-otc,Pewter (LocalAttn4),0.5416666666666666,0.5416666666666666,0.7347756369565186,218.1614051077514
bitcoin-otc,Pewter (LocalAttn4),0.5416666666666666,0.5833333333333333,0.7247996500624654,209.27443495933372
bitcoin-otc,Pewter (LocalAttn4),0.5416666666666666,0.625,0.7148787689501364,201.91918113648956
bitcoin-otc,Pewter (LocalAttn4),0.5416666666666666,0.6666666666666666,0.7042673987416987,196.7046216849526
bitcoin-otc,Pewter (LocalAttn4),0.5416666666666666,0.7083333333333333,0.6922214983771313,193.01345983337959
bitcoin-otc,Pewter (LocalAttn4),0.5416666666666666,0.75,0.6783761209143765,189.1512532325364
bitcoin-otc,Pewter (LocalAttn4),0.5416666666666666,0.7916666666666666,0.6628933503700488,182.9883204959876
bitcoin-otc,Pewter (LocalAttn4),0.5416666666666666,0.8333333333333333,0.6463539812602086,173.0004231936008
bitcoin-otc,Pewter (LocalAttn4),0.5416666666666666,0.875,0.6295336710461983,159.2600105902704
bitcoin-otc,Pewter (LocalAttn4),0.5416666666666666,0.9166666666666666,0.6131983193576721,143.40432737986683
bitcoin-otc,Pewter (LocalAttn4),0.5416666666666666,0.9583333333333333,0.5979700040207157,127.52042507078076
bitcoin-otc,Pewter (LocalAttn4),0.5416666666666666,1.0,0.5842614500603611,113.09637857585632
bitcoin-otc,Pewter (LocalAttn4),0.5833333333333333,0.0,0.8258251835697284,585.1822233093195
bitcoin-otc,Pewter (LocalAttn4),0.5833333333333333,0.041666666666666664,0.8285184206534101,604.6860822288903
bitcoin-otc,Pewter (LocalAttn4),0.5833333333333333,0.08333333333333333,0.8316412742225917,627.0299610404381
bitcoin-otc,Pewter (LocalAttn4),0.5833333333333333,0.125,0.8345912826342502,646.3518121180535
bitcoin-otc,Pewter (LocalAttn4),0.5833333333333333,0.16666666666666666,0.8361777910571995,646.9597826830585
bitcoin-otc,Pewter (LocalAttn4),0.5833333333333333,0.20833333333333331,0.8348361270952468,605.163557482632
bitcoin-otc,Pewter (LocalAttn4),0.5833333333333333,0.25,0.8293617409008346,515.109825794519
bitcoin-otc,Pewter (LocalAttn4),0.5833333333333333,0.29166666666666663,0.8197687843724001,409.7829949032627
bitcoin-otc,Pewter (LocalAttn4),0.5833333333333333,0.3333333333333333,0.8074404830201408,325.9397854811394
bitcoin-otc,Pewter (LocalAttn4),0.5833333333333333,0.375,0.7942151450988438,272.87705061801455
bitcoin-otc,Pewter (LocalAttn4),0.5833333333333333,0.41666666666666663,0.7812721229652871,243.08704981056312
bitcoin-otc,Pewter (LocalAttn4),0.5833333333333333,0.4583333333333333,0.7689280470585934,226.72517947162711
bitcoin-otc,Pewter (LocalAttn4),0.5833333333333333,0.5,0.7571703679322753,216.576135679766
bitcoin-otc,Pewter (LocalAttn4),0.5833333333333333,0.5416666666666666,0.7459997667835815,208.9164424682142
bitcoin-otc,Pewter (LocalAttn4),0.5833333333333333,0.5833333333333333,0.735280546130083,202.82053944012932
bitcoin-otc,Pewter (LocalAttn4),0.5833333333333333,0.625,0.7245233183885479,198.4908309135607
bitcoin-otc,Pewter (LocalAttn4),0.5833333333333333,0.6666666666666666,0.7129973791721006,195.83108316784805
bitcoin-otc,Pewter (LocalAttn4),0.5833333333333333,0.7083333333333333,0.7001084524923294,193.94785497232553
bitcoin-otc,Pewter (LocalAttn4),0.5833333333333333,0.75,0.6857112974337011,191.22659733802868
bitcoin-otc,Pewter (LocalAttn4),0.5833333333333333,0.7916666666666666,0.6701478672266865,185.72363309613698
bitcoin-otc,Pewter (LocalAttn4),0.5833333333333333,0.8333333333333333,0.6540621154378208,176.0485135144251
bitcoin-otc,Pewter (LocalAttn4),0.5833333333333333,0.875,0.6381682729466627,162.37480368922053
bitcoin-otc,Pewter (LocalAttn4),0.5833333333333333,0.9166666666666666,0.6230917241533771,146.46035656562802
bitcoin-otc,Pewter (LocalAttn4),0.5833333333333333,0.9583333333333333,0.6092933491847179,130.49905801584984
bitcoin-otc,Pewter (LocalAttn4),0.5833333333333333,1.0,0.5970456691420628,116.02886815258194
bitcoin-otc,Pewter (LocalAttn4),0.625,0.0,0.8248505321923408,545.699597367203
bitcoin-otc,Pewter (LocalAttn4),0.625,0.041666666666666664,0.8276971456099487,564.0960261103821
bitcoin-otc,Pewter (LocalAttn4),0.625,0.08333333333333333,0.8312479447837473,584.92568016802
bitcoin-otc,Pewter (LocalAttn4),0.625,0.125,0.8350188861710366,602.4954245928949
bitcoin-otc,Pewter (LocalAttn4),0.625,0.16666666666666666,0.8378794094918649,602.096702628384
bitcoin-otc,Pewter (LocalAttn4),0.625,0.20833333333333331,0.8381890671585047,562.3865886543718
bitcoin-otc,Pewter (LocalAttn4),0.625,0.25,0.834528940347012,479.28601388190646
bitcoin-otc,Pewter (LocalAttn4),0.625,0.29166666666666663,0.8266698868807293,383.3635743726478
bitcoin-otc,Pewter (LocalAttn4),0.625,0.3333333333333333,0.8158558408786077,307.39429202589054
bitcoin-otc,Pewter (LocalAttn4),0.625,0.375,0.8039381601569603,259.3779060792705
bitcoin-otc,Pewter (LocalAttn4),0.625,0.41666666666666663,0.7922068178143808,232.45101597687582
bitcoin-otc,Pewter (LocalAttn4),0.625,0.4583333333333333,0.7810750733515776,217.83804861469193
bitcoin-otc,Pewter (LocalAttn4),0.625,0.5,0.7705093174644698,209.33325162722147
bitcoin-otc,Pewter (LocalAttn4),0.625,0.5416666666666666,0.7603470154041748,203.8385646038796
bitcoin-otc,Pewter (LocalAttn4),0.625,0.5833333333333333,0.7502400703683719,200.4034114180446
bitcoin-otc,Pewter (LocalAttn4),0.625,0.625,0.7395874016271816,198.75751991236507
bitcoin-otc,Pewter (LocalAttn4),0.625,0.6666666666666666,0.7277331947514322,198.3656412996528
bitcoin-otc,Pewter (LocalAttn4),0.625,0.7083333333333333,0.7143104930225728,198.21804819888476
bitcoin-otc,Pewter (LocalAttn4),0.625,0.75,0.699443542959122,196.83631534627898
bitcoin-otc,Pewter (LocalAttn4),0.625,0.7916666666666666,0.683675792625615,192.3798814366081
bitcoin-otc,Pewter (LocalAttn4),0.625,0.8333333333333333,0.6677283966944638,183.37622925970018
bitcoin-otc,Pewter (LocalAttn4),0.625,0.875,0.6522795163351788,169.90014603318033
bitcoin-otc,Pewter (LocalAttn4),0.625,0.9166666666666666,0.6378563230551592,153.7954628940192
bitcoin-otc,Pewter (LocalAttn4),0.625,0.9583333333333333,0.624809623759113,137.46446085356294
bitcoin-otc,Pewter (LocalAttn4),0.625,1.0,0.6133188216321098,122.61150095668265
bitcoin-otc,Pewter (LocalAttn4),0.6666666666666666,0.0,0.8238305432509553,515.1407662213782
bitcoin-otc,Pewter (LocalAttn4),0.6666666666666666,0.041666666666666664,0.8257185858652938,532.7688592884988
bitcoin-otc,Pewter (LocalAttn4),0.6666666666666666,0.08333333333333333,0.8283329882188426,552.4815281569078
bitcoin-otc,Pewter (LocalAttn4),0.6666666666666666,0.125,0.8313817680006691,568.5957826350558
bitcoin-otc,Pewter (LocalAttn4),0.6666666666666666,0.16666666666666666,0.8339645461946926,566.9276755903102
bitcoin-otc,Pewter (LocalAttn4),0.6666666666666666,0.20833333333333331,0.8345958597019278,527.8245142718816
bitcoin-otc,Pewter (LocalAttn4),0.6666666666666666,0.25,0.8318499353263875,449.08661217024144
bitcoin-otc,Pewter (LocalAttn4),0.6666666666666666,0.29166666666666663,0.8253859687838726,360.178754905654
bitcoin-otc,Pewter (LocalAttn4),0.6666666666666666,0.3333333333333333,0.816369688918661,290.83341499759297
bitcoin-otc,Pewter (LocalAttn4),0.6666666666666666,0.375,0.806652160482888,247.6718114895295
bitcoin-otc,Pewter (LocalAttn4),0.6666666666666666,0.41666666666666663,0.7975148006595337,224.0676191011124
bitcoin-otc,Pewter (LocalAttn4),0.6666666666666666,0.4583333333333333,0.789242536823906,211.8748325295547
bitcoin-otc,Pewter (LocalAttn4),0.6666666666666666,0.5,0.7815144755191785,205.4509162074915
bitcoin-otc,Pewter (LocalAttn4),0.6666666666666666,0.5416666666666666,0.7737984701428174,202.07158902170892
bitcoin-otc,Pewter (LocalAttn4),0.6666666666666666,0.5833333333333333,0.7654538660623494,200.89468773626058
bitcoin-otc,Pewter (LocalAttn4),0.6666666666666666,0.625,0.7557912217829794,201.55194387957405
bitcoin-otc,Pewter (LocalAttn4),0.6666666666666666,0.6666666666666666,0.7442749578032327,203.37507948225937
bitcoin-otc,Pewter (LocalAttn4),0.6666666666666666,0.7083333333333333,0.730773222426502,205.3059715238971
bitcoin-otc,Pewter (LocalAttn4),0.6666666666666666,0.75,0.7156533883502538,205.83769419189687
bitcoin-otc,Pewter (LocalAttn4),0.6666666666666666,0.7916666666666666,0.6996428349492197,202.9382803673766
bitcoin-otc,Pewter (LocalAttn4),0.6666666666666666,0.8333333333333333,0.6835659925079464,194.7969295312691
bitcoin-otc,Pewter (LocalAttn4),0.6666666666666666,0.875,0.6681339422788201,181.33701394828657
bitcoin-otc,Pewter (LocalAttn4),0.6666666666666666,0.9166666666666666,0.653858866259318,164.63726423636996
bitcoin-otc,Pewter (LocalAttn4),0.6666666666666666,0.9583333333333333,0.6410493508224023,147.49213038219443
bitcoin-otc,Pewter (LocalAttn4),0.6666666666666666,1.0,0.6298323821379479,131.87381710052085
bitcoin-otc,Pewter (LocalAttn4),0.7083333333333333,0.0,0.8233751748691928,487.3362266985493
bitcoin-otc,Pewter (LocalAttn4),0.7083333333333333,0.041666666666666664,0.8234328194181476,504.35172612453255
bitcoin-otc,Pewter (LocalAttn4),0.7083333333333333,0.08333333333333333,0.8239222880068383,523.237874794039
bitcoin-otc,Pewter (LocalAttn4),0.7083333333333333,0.125,0.8247398030421567,538.3592699896786
bitcoin-otc,Pewter (LocalAttn4),0.7083333333333333,0.16666666666666666,0.8253247964321139,535.9548356513617
bitcoin-otc,Pewter (LocalAttn4),0.7083333333333333,0.20833333333333331,0.8245879585358518,497.63151488920823
bitcoin-otc,Pewter (LocalAttn4),0.7083333333333333,0.25,0.8213913958073631,422.60625804672344
bitcoin-otc,Pewter (LocalAttn4),0.7083333333333333,0.29166666666666663,0.8155046007734664,339.5692734900753
bitcoin-otc,Pewter (LocalAttn4),0.7083333333333333,0.3333333333333333,0.808095671865514,275.95965912871054
bitcoin-otc,Pewter (LocalAttn4),0.7083333333333333,0.375,0.8009594128030423,237.30343416180105
bitcoin-otc,Pewter (LocalAttn4),0.7083333333333333,0.41666666666666663,0.795209991123624,217.0874945693871
bitcoin-otc,Pewter (LocalAttn4),0.7083333333333333,0.4583333333333333,0.7907945611999604,207.51005823055726
bitcoin-otc,Pewter (LocalAttn4),0.7083333333333333,0.5,0.7869166611741548,203.17758697866253
bitcoin-otc,Pewter (LocalAttn4),0.7083333333333333,0.5416666666666666,0.7825701439750176,201.5872728191312
bitcoin-otc,Pewter (LocalAttn4),0.7083333333333333,0.5833333333333333,0.7768075996121974,202.139525269583
bitcoin-otc,Pewter (LocalAttn4),0.7083333333333333,0.625,0.7688733473734664,204.68410239733646
bitcoin-otc,Pewter (LocalAttn4),0.7083333333333333,0.6666666666666666,0.7583506009207789,208.6758580953582
bitcoin-otc,Pewter (LocalAttn4),0.7083333333333333,0.7083333333333333,0.7453008898133746,213.0060681544739
bitcoin-otc,Pewter (LocalAttn4),0.7083333333333333,0.75,0.7302822827953538,215.86429155059585
bitcoin-otc,Pewter (LocalAttn4),0.7083333333333333,0.7916666666666666,0.7141874066828644,214.68162639601178
bitcoin-otc,Pewter (LocalAttn4),0.7083333333333333,0.8333333333333333,0.6979790967327228,207.17303653941798
bitcoin-otc,Pewter (LocalAttn4),0.7083333333333333,0.875,0.682470353060155,193.28056672640653
bitcoin-otc,Pewter (LocalAttn4),0.7083333333333333,0.9166666666666666,0.6682238256204119,175.58036681939902
bitcoin-otc,Pewter (LocalAttn4),0.7083333333333333,0.9583333333333333,0.6555458410112032,157.3790724680883
bitcoin-otc,Pewter (LocalAttn4),0.7083333333333333,1.0,0.6445270583996777,140.89484674382308
bitcoin-otc,Pewter (LocalAttn4),0.75,0.0,0.8240854919562636,455.4170681021239
bitcoin-otc,Pewter (LocalAttn4),0.75,0.041666666666666664,0.8218964999444847,471.7615409923192
bitcoin-otc,Pewter (LocalAttn4),0.75,0.08333333333333333,0.8195759967663993,489.94819291003216
bitcoin-otc,Pewter (LocalAttn4),0.75,0.125,0.8171348139700658,504.6120691790585
bitcoin-otc,Pewter (LocalAttn4),0.75,0.16666666666666666,0.814361285178283,502.6662362786591
bitcoin-otc,Pewter (LocalAttn4),0.75,0.20833333333333331,0.8107218683167337,466.80023538889066
bitcoin-otc,Pewter (LocalAttn4),0.75,0.25,0.805646833687272,396.718067598973
bitcoin-otc,Pewter (LocalAttn4),0.75,0.29166666666666663,0.7992664841869069,319.75731171478077
bitcoin-otc,Pewter (LocalAttn4),0.75,0.3333333333333333,0.7928407990151162,261.4969100252264
bitcoin-otc,Pewter (LocalAttn4),0.75,0.375,0.7880435304184158,226.86403076413197
bitcoin-otc,Pewter (LocalAttn4),0.75,0.41666666666666663,0.7856953798741598,209.61252006438764
bitcoin-otc,Pewter (LocalAttn4),0.75,0.4583333333333333,0.785297729738764,202.2645353961295
bitcoin-otc,Pewter (LocalAttn4),0.75,0.5,0.785524355347914,199.6092297393633
bitcoin-otc,Pewter (LocalAttn4),0.75,0.5416666666666666,0.784890412615395,199.31903471620626
bitcoin-otc,Pewter (LocalAttn4),0.75,0.5833333333333333,0.7821507072464976,201.05751023599046
bitcoin-otc,Pewter (LocalAttn4),0.75,0.625,0.7764684790637846,204.98452657552917
bitcoin-otc,Pewter (LocalAttn4),0.75,0.6666666666666666,0.7674993891239158,210.7809231901931
bitcoin-otc,Pewter (LocalAttn4),0.75,0.7083333333333333,0.7554414380788465,217.29443206554055
bitcoin-otc,Pewter (LocalAttn4),0.75,0.75,0.7410033577482433,222.28141184044532
bitcoin-otc,Pewter (LocalAttn4),0.75,0.7916666666666666,0.7252348579987258,222.50743831361243
bitcoin-otc,Pewter (LocalAttn4),0.75,0.8333333333333333,0.709254169213546,215.29133074518137
bitcoin-otc,Pewter (LocalAttn4),0.75,0.875,0.6939970541277833,200.83009103641336
bitcoin-otc,Pewter (LocalAttn4),0.75,0.9166666666666666,0.6800864268799848,182.3021793693871
bitcoin-otc,Pewter (LocalAttn4),0.75,0.9583333333333333,0.6678270303581301,163.4176271531505
bitcoin-otc,Pewter (LocalAttn4),0.75,1.0,0.6572736550895347,146.48445901577057
bitcoin-otc,Pewter (LocalAttn4),0.7916666666666666,0.0,0.826332076802658,418.1729026124022
bitcoin-otc,Pewter (LocalAttn4),0.7916666666666666,0.041666666666666664,0.8219248076629174,433.63714918378383
bitcoin-otc,Pewter (LocalAttn4),0.7916666666666666,0.08333333333333333,0.8166765920061118,451.0378096977944
