exp_id,change,seed,best_epoch,val_auc,test_auc,train_auc,train_loss,val_loss,gap_loss,gap_auc,runtime_per_epoch_min,runtime_total_min,verdict,status,return_code,run_log,event_file,tmp_data_dir,cache_path,num_walks,max_walk_length,batch_size,epochs
E14_HARDNODE_L10,"Hard-node reweight λ=1.0 on E13 stack (miner 16/16/2/2, 5 epochs, simple accuracy)",42,,,0.8647807240486145,,,,,,1.3102100784778594,65.51050392389297,Baseline,ok,0,/home/eng/shilo_avital/yolo_lab/walk_to_paint/outputs/transformer_incremental/slashdot090221_seed42_nw500000_mw80_bs1024_ep50_20260416-125419/artifacts/E14_HARDNODE_L10/run.log,/home/eng/shilo_avital/yolo_lab/walk_to_paint/outputs/transformer_incremental/slashdot090221_seed42_nw500000_mw80_bs1024_ep50_20260416-125419/runs/slashdot090221/E14_HARDNODE_L10/logs/slashdot090221-E14_HARDNODE_L10/version_0/events.out.tfevents.1776337751.seqspace02.1200400.1,/home/eng/shilo_avital/yolo_lab/walk_to_paint/tmp/transformer_incremental/slashdot090221_seed42_nw500000_mw80_bs1024_ep50_20260416-125419/tmp_data,/home/eng/shilo_avital/yolo_lab/walk_to_paint/tmp/transformer_incremental/slashdot090221_seed42_nw500000_mw80_bs1024_ep50_20260416-125419/tmp_data/dataset_cache.pt,500000,80,1024,50
