term,n,beta,beta_std,se_naive,se_robust,z,p,odds_ratio,cov_method,pseudo_r2,base_rate,dataset,seed,scale,p_fdr
src_out,3354,-2.290246510375325,-0.7515232704390398,0.2372991555728653,0.29914270475561366,-7.656033304393483,1.9095836023552692e-14,0.1012415016969592,"cluster_2way(u,v)",0.3851972726746258,0.9314251639833036,bitcoin-otc,43,raw,3.8191672047105385e-14
src_in,3354,-1.7431168986858763,-0.49046343723434005,0.24768535908288267,0.34682257816937656,-5.025961423522422,5.009165833236295e-07,0.1749741730212263,"cluster_2way(u,v)",0.3851972726746258,0.9314251639833036,bitcoin-otc,43,raw,6.678887777648393e-07
tgt_out,3354,0.6673174390672846,0.20161164526913797,0.2443307099623026,0.2718001391612185,2.455176958800101,0.014081525121455218,1.9490019851390976,"cluster_2way(u,v)",0.3851972726746258,0.9314251639833036,bitcoin-otc,43,raw,0.014081525121455218
tgt_in,3354,-3.6789392889621073,-1.120519775443822,0.2378171750457403,0.29353738353275644,-12.533120124890555,0.0,0.02524974331734587,"cluster_2way(u,v)",0.3851972726746258,0.9314251639833036,bitcoin-otc,43,raw,0.0
const,3354,3.892555467280033,,0.14074097673671937,0.1354610767461579,28.735601109788448,0.0,49.036036534152295,"cluster_2way(u,v)",0.3851972726746258,0.9314251639833036,bitcoin-otc,43,zscored,
src_out,3354,-0.7515232704390397,-0.7515232704390352,0.077867529395041,0.09816091970338711,-7.65603330439362,1.9095836023552692e-14,0.4716475584852078,"cluster_2way(u,v)",0.3851972726746258,0.9314251639833036,bitcoin-otc,43,zscored,3.8191672047105385e-14
src_in,3354,-0.4904634372343397,-0.49046343723434616,0.06969160396528502,0.09758599318707013,-5.025961423522456,5.009165833236295e-07,0.6123425460805821,"cluster_2way(u,v)",0.3851972726746258,0.9314251639833036,bitcoin-otc,43,zscored,6.678887777648393e-07
tgt_out,3354,0.20161164526913805,0.20161164526914047,0.07381781674120097,0.08211695069330963,2.4551769588001044,0.014081525121454996,1.2233728132256154,"cluster_2way(u,v)",0.3851972726746258,0.9314251639833036,bitcoin-otc,43,zscored,0.014081525121454996
tgt_in,3354,-1.1205197754438223,-1.1205197754437968,0.07243360834424438,0.08940469446378851,-12.533120124890816,0.0,0.3261102464652807,"cluster_2way(u,v)",0.3851972726746258,0.9314251639833036,bitcoin-otc,43,zscored,0.0
const,3384,5.765451479504281,,0.22958754971775475,0.27572957536481085,20.909804368559875,0.0,319.08307098790664,"cluster_2way(u,v)",0.41137169719105116,0.9264184397163121,bitcoin-otc,44,raw,
src_out,3384,-2.7572622366536637,-0.8764132453035289,0.23584906338220857,0.39650328822434927,-6.953945448980869,3.552047544985726e-12,0.06346528365671095,"cluster_2way(u,v)",0.41137169719105116,0.9264184397163121,bitcoin-otc,44,raw,7.104095089971452e-12
src_in,3384,-1.4798677144422148,-0.4195518656761469,0.23929126697637187,0.40682968493032823,-3.6375608006472047,0.0002752322336989632,0.22766780355425068,"cluster_2way(u,v)",0.41137169719105116,0.9264184397163121,bitcoin-otc,44,raw,0.0003669763115986176
tgt_out,3384,-0.1552632289600998,-0.047652056585439063,0.22679417975882774,0.2846297417456522,-0.545491936323522,0.5854152249641542,0.8561897738747111,"cluster_2way(u,v)",0.41137169719105116,0.9264184397163121,bitcoin-otc,44,raw,0.5854152249641542
tgt_in,3384,-3.7940227486552085,-1.137792562732601,0.23901926596584944,0.2918325219085979,-13.000685200683352,0.0,0.022504888005992308,"cluster_2way(u,v)",0.41137169719105116,0.9264184397163121,bitcoin-otc,44,raw,0.0
const,3384,3.934151327933341,,0.1439016118327846,0.16181712855870956,24.31232937436518,0.0,51.11874848853072,"cluster_2way(u,v)",0.41137169719105104,0.9264184397163121,bitcoin-otc,44,zscored,
src_out,3384,-0.8764132453035289,-0.8764132453035279,0.07496611685780744,0.12603107857740822,-6.953945448980954,3.552047544985726e-12,0.4162733074823357,"cluster_2way(u,v)",0.41137169719105104,0.9264184397163121,bitcoin-otc,44,zscored,7.104095089971452e-12
src_in,3384,-0.41955186567614666,-0.4195518656761486,0.0678405890743997,0.11533879120357148,-3.637560800647226,0.0002752322336989632,0.6573413310327585,"cluster_2way(u,v)",0.41137169719105104,0.9264184397163121,bitcoin-otc,44,zscored,0.0003669763115986176
tgt_out,3384,-0.047652056585438834,-0.04765205658543952,0.06960572158326775,0.08735611548467898,-0.5454919363235231,0.5854152249641535,0.953465481403996,"cluster_2way(u,v)",0.41137169719105104,0.9264184397163121,bitcoin-otc,44,zscored,0.5854152249641535
tgt_in,3384,-1.137792562732601,-1.1377925627325771,0.07167968174733283,0.08751789195486182,-13.000685200683632,0.0,0.32052578202130155,"cluster_2way(u,v)",0.41137169719105104,0.9264184397163121,bitcoin-otc,44,zscored,0.0
const,3357,5.228177975757619,,0.20203054195761927,0.241237751925666,21.672304330578445,0.0,186.4527723704199,"cluster_2way(u,v)",0.3558282417221258,0.9279118260351504,bitcoin-otc,45,raw,
src_out,3357,-2.031791965678338,-0.6470546121226521,0.23643988955699513,0.37812712606713544,-5.373303911863754,7.730686779616747e-08,0.13110038314478628,"cluster_2way(u,v)",0.3558282417221258,0.9279118260351504,bitcoin-otc,45,raw,1.5461373559233493e-07
src_in,3357,-1.3944245962655162,-0.3921251091503011,0.24736072645674184,0.35508071882862635,-3.9270636853095686,8.59892183491251e-05,0.24797568145720597,"cluster_2way(u,v)",0.3558282417221258,0.9279118260351504,bitcoin-otc,45,raw,0.0001146522911321668
tgt_out,3357,0.29636281573505563,0.09259423493399076,0.22110704691261096,0.27795990107174245,1.066207084519588,0.28633004032458076,1.3449580402608046,"cluster_2way(u,v)",0.3558282417221258,0.9279118260351504,bitcoin-otc,45,raw,0.28633004032458076
tgt_in,3357,-3.8104952777329006,-1.1568075732268213,0.22980957581935305,0.3073141749181067,-12.39934760167937,0.0,0.022137212173201692,"cluster_2way(u,v)",0.3558282417221258,0.9279118260351504,bitcoin-otc,45,raw,0.0
const,3357,3.695192979616742,,0.12936756514593323,0.14414287557288022,25.63562690788982,0.0,40.25333991258879,"cluster_2way(u,v)",0.3558282417221258,0.9279118260351504,bitcoin-otc,45,zscored,
src_out,3357,-0.6470546121226523,-0.6470546121226552,0.07529782753941879,0.12042025218302206,-5.373303911863754,7.730686779616747e-08,0.5235856707425868,"cluster_2way(u,v)",0.3558282417221258,0.9279118260351504,bitcoin-otc,45,zscored,1.5461373559233493e-07
src_in,3357,-0.39212510915030135,-0.39212510915029875,0.06956012689471949,0.09985198626066775,-3.927063685309599,8.59892183491251e-05,0.6756195824810144,"cluster_2way(u,v)",0.3558282417221258,0.9279118260351504,bitcoin-otc,45,zscored,0.0001146522911321668
tgt_out,3357,0.09259423493399078,0.09259423493399108,0.06908166868575712,0.08684451292659691,1.0662070845195906,0.28633004032457965,1.097016513968362,"cluster_2way(u,v)",0.3558282417221258,0.9279118260351504,bitcoin-otc,45,zscored,0.28633004032457965
tgt_in,3357,-1.1568075732268215,-1.1568075732268346,0.06976664142883846,0.09329584187720992,-12.399347601679166,0.0,0.31448856172186956,"cluster_2way(u,v)",0.3558282417221258,0.9279118260351504,bitcoin-otc,45,zscored,0.0
const,3377,5.526243972060063,,0.21750587041244776,0.22550746139220654,24.505814299637393,0.0,251.1986278152118,"cluster_2way(u,v)",0.3871852878414729,0.9307077287533314,bitcoin-otc,46,raw,
src_out,3377,-2.319328614774629,-0.7419808479960348,0.24302205105449606,0.3634690202376723,-6.381090232279,1.7583157152500917e-10,0.09833958719154653,"cluster_2way(u,v)",0.3871852878414729,0.9307077287533314,bitcoin-otc,46,raw,3.5166314305001833e-10
src_in,3377,-1.503299170475786,-0.41849938845297385,0.2602532542442426,0.3713298263473048,-4.048420201693548,5.156450874110874e-05,0.2223952287104765,"cluster_2way(u,v)",0.3871852878414729,0.9307077287533314,bitcoin-otc,46,raw,6.875267832147831e-05
tgt_out,3377,0.29803351677259776,0.09230630369737626,0.22919716441740623,0.28065907754196645,1.061905851693086,0.2882784282993085,1.3472069411515426,"cluster_2way(u,v)",0.3871852878414729,0.9307077287533314,bitcoin-otc,46,raw,0.2882784282993085
tgt_in,3377,-3.9061259482781865,-1.1867787444699094,0.23728624386958352,0.2967197481602035,-13.164361228054188,0.0,0.020118289580411217,"cluster_2way(u,v)",0.3871852878414729,0.9307077287533314,bitcoin-otc,46,raw,0.0
const,3377,3.884288839414305,,0.13961558187646156,0.14770227035928948,26.298098397307466,0.0,48.63234475190808,"cluster_2way(u,v)",0.3871852878414729,0.9307077287533314,bitcoin-otc,46,zscored,
src_out,3377,-0.7419808479960348,-0.7419808479960273,0.07774564862197053,0.11627806863515115,-6.38109023227904,1.7583157152500917e-10,0.47616976079980755,"cluster_2way(u,v)",0.3871852878414729,0.9307077287533314,bitcoin-otc,46,zscored,3.5166314305001833e-10
src_in,3377,-0.4184993884529743,-0.4184993884529724,0.07245119925772352,0.10337350561532713,-4.048420201693572,5.156450874110874e-05,0.6580335320105054,"cluster_2way(u,v)",0.3871852878414729,0.9307077287533314,bitcoin-otc,46,zscored,6.875267832147831e-05
tgt_out,3377,0.0923063036973764,0.09230630369737748,0.07098645579997984,0.08692512952085567,1.06190585169309,0.2882784282993067,1.096700694116291,"cluster_2way(u,v)",0.3871852878414729,0.9307077287533314,bitcoin-otc,46,zscored,0.2882784282993067
tgt_in,3377,-1.1867787444699098,-1.1867787444699103,0.07209349475883033,0.0901508796295254,-13.16436122805425,0.0,0.30520281856612247,"cluster_2way(u,v)",0.3871852878414729,0.9307077287533314,bitcoin-otc,46,zscored,0.0
const,3372,5.473405050413696,,0.21093566578008505,0.2511098786084716,21.796852759216943,0.0,238.27013485302822,"cluster_2way(u,v)",0.37983777131672625,0.9276393831553974,bitcoin-otc,47,raw,
src_out,3372,-2.6724239167009216,-0.8368259760523967,0.24216425265723174,0.40714791516779747,-6.56376667334656,5.246536538550117e-11,0.06908456696086607,"cluster_2way(u,v)",0.37983777131672625,0.9276393831553974,bitcoin-otc,47,raw,1.0493073077100235e-10
src_in,3372,-1.5967237435578883,-0.4457457721219443,0.24806410126540115,0.4047592080904829,-3.944873178032666,7.984222360346571e-05,0.20255906751079306,"cluster_2way(u,v)",0.37983777131672625,0.9276393831553974,bitcoin-otc,47,raw,0.00010645629813795428
tgt_out,3372,0.2691661825061099,0.08214846002975187,0.2325633256764842,0.26289630040611195,1.023849259538124,0.3059064795056634,1.3088726347087598,"cluster_2way(u,v)",0.37983777131672625,0.9276393831553974,bitcoin-otc,47,raw,0.3059064795056634
tgt_in,3372,-3.5163118880470736,-1.069565002654153,0.23102922316819577,0.25609756295717945,-13.730360599468161,0.0,0.02970880275451664,"cluster_2way(u,v)",0.37983777131672625,0.9276393831553974,bitcoin-otc,47,raw,0.0
const,3372,3.79040364750958,,0.13393900724239233,0.1421296487433971,26.668634454678976,0.0,44.27426786759958,"cluster_2way(u,v)",0.37983777131672636,0.9276393831553974,bitcoin-otc,47,zscored,
src_out,3372,-0.8368259760523967,-0.8368259760523856,0.07582978726857703,0.12749173115042298,-6.563766673346489,5.246536538550117e-11,0.43308295988976314,"cluster_2way(u,v)",0.37983777131672636,0.9276393831553974,bitcoin-otc,47,zscored,1.0493073077100235e-10
src_in,3372,-0.44574577212194444,-0.44574577212193817,0.06925025371508393,0.1129936887715716,-3.9448731780326733,7.984222360346571e-05,0.6403465453134565,"cluster_2way(u,v)",0.37983777131672636,0.9276393831553974,bitcoin-otc,47,zscored,0.00010645629813795428
tgt_out,3372,0.08214846002975178,0.08214846002975225,0.070977412117093,0.08023491667788117,1.0238492595381248,0.30590647950566296,1.0856169685938921,"cluster_2way(u,v)",0.37983777131672636,0.9276393831553974,bitcoin-otc,47,zscored,0.30590647950566296
tgt_in,3372,-1.0695650026541526,-1.0695650026541546,0.07027271173841079,0.07789780864863724,-13.73036059946808,0.0,0.3431577576705903,"cluster_2way(u,v)",0.37983777131672636,0.9276393831553974,bitcoin-otc,47,zscored,0.0
const,3376,5.612193140139172,,0.2231990231032314,0.22421151186367314,25.0307983452319,0.0,273.7439389706651,"cluster_2way(u,v)",0.4100361636758981,0.9289099526066351,bitcoin-otc,48,raw,
src_out,3376,-2.0786929849607176,-0.6559970643981161,0.23560745069754332,0.3081663649634595,-6.745359718953093,1.5264900454781127e-11,0.12509360461970245,"cluster_2way(u,v)",0.4100361636758981,0.9289099526066351,bitcoin-otc,48,raw,3.0529800909562255e-11
src_in,3376,-1.5423548126768742,-0.4314290896740675,0.2456513683035425,0.2854969222936727,-5.402351802203847,6.577279232367061e-08,0.2138768680122778,"cluster_2way(u,v)",0.4100361636758981,0.9289099526066351,bitcoin-otc,48,raw,8.769705643156082e-08
tgt_out,3376,0.173255524512856,0.054535206734358514,0.22615622898575652,0.25751242598725826,0.672804521368723,0.5010716609215811,1.1891699283318753,"cluster_2way(u,v)",0.4100361636758981,0.9289099526066351,bitcoin-otc,48,raw,0.5010716609215811
tgt_in,3376,-4.24212532910657,-1.2975680492197004,0.24971361703144263,0.26093368408250317,-16.257484517657275,0.0,0.01437700348549002,"cluster_2way(u,v)",0.4100361636758981,0.9289099526066351,bitcoin-otc,48,raw,0.0
const,3376,3.9318326654278066,,0.1436055814647974,0.1331377719012181,29.532059980281478,0.0,51.00035866913873,"cluster_2way(u,v)",0.41003616367589824,0.9289099526066351,bitcoin-otc,48,zscored,
src_out,3376,-0.6559970643981158,-0.6559970643981151,0.07435335430779459,0.0972516058046378,-6.745359718953166,1.5264900454781127e-11,0.5189244035121611,"cluster_2way(u,v)",0.41003616367589824,0.9289099526066351,bitcoin-otc,48,zscored,3.0529800909562255e-11
src_in,3376,-0.4314290896740674,-0.43142908967406807,0.06871385580886434,0.07985949554378731,-5.402351802203821,6.577279232367061e-08,0.6495801228433241,"cluster_2way(u,v)",0.41003616367589824,0.9289099526066351,bitcoin-otc,48,zscored,8.769705643156082e-08
tgt_out,3376,0.05453520673435875,0.054535206734359125,0.07118662874779487,0.08105654020192157,0.6728045213687261,0.5010716609215791,1.0560496558189403,"cluster_2way(u,v)",0.41003616367589824,0.9289099526066351,bitcoin-otc,48,zscored,0.5010716609215791
tgt_in,3376,-1.2975680492197004,-1.2975680492197266,0.07638162142261125,0.07981358049644384,-16.257484517656923,0.0,0.2731953835233816,"cluster_2way(u,v)",0.41003616367589824,0.9289099526066351,bitcoin-otc,48,zscored,0.0
const,3370,5.468088545722304,,0.2117448240562311,0.2743834671402573,19.9286371103663,0.0,237.00673198276903,"cluster_2way(u,v)",0.40111163449913945,0.9240356083086053,bitcoin-otc,49,raw,
src_out,3370,-2.2142788080979052,-0.699330064167711,0.23534492492546832,0.3882420241630888,-5.703346547481819,1.1747779860016294e-08,0.1092322632721911,"cluster_2way(u,v)",0.40111163449913945,0.9240356083086053,bitcoin-otc,49,raw,1.5663706480021727e-08
src_in,3370,-2.008422582548041,-0.5691318079297211,0.24334270485447473,0.31547619417742223,-6.366320564329219,1.9361645620108447e-10,0.13420019752865767,"cluster_2way(u,v)",0.40111163449913945,0.9240356083086053,bitcoin-otc,49,raw,3.8723291240216895e-10
tgt_out,3370,0.4000477498285473,0.1258492881343774,0.22554028516806549,0.2859081894111978,1.3992175273202552,0.16174776213475006,1.4918959337155469,"cluster_2way(u,v)",0.40111163449913945,0.9240356083086053,bitcoin-otc,49,raw,0.16174776213475006
tgt_in,3370,-3.8231274243624065,-1.1675791915248925,0.23629271345977745,0.3484756346501316,-10.971003548643548,0.0,0.021859330479360586,"cluster_2way(u,v)",0.40111163449913945,0.9240356083086053,bitcoin-otc,49,raw,0.0
const,3370,3.7971170475336486,,0.135118330276617,0.16088635543233826,23.601237266702515,0.0,44.5724986898743,"cluster_2way(u,v)",0.40111163449913945,0.9240356083086053,bitcoin-otc,49,zscored,
src_out,3370,-0.6993300641677105,-0.6993300641677178,0.07432839118893635,0.12261749454388009,-5.703346547481829,1.1747779860016294e-08,0.49691809554232025,"cluster_2way(u,v)",0.40111163449913945,0.9240356083086053,bitcoin-otc,49,zscored,1.5663706480021727e-08
src_in,3370,-0.5691318079297208,-0.5691318079297234,0.06895664028265955,0.08939729034673329,-6.36632056432925,1.9361645620108447e-10,0.5660166365971633,"cluster_2way(u,v)",0.40111163449913945,0.9240356083086053,bitcoin-otc,49,zscored,3.8723291240216895e-10
tgt_out,3370,0.1258492881343774,0.12584928813437868,0.07095174100139393,0.08994261841144935,1.399217527320255,0.16174776213475006,1.1341112313827337,"cluster_2way(u,v)",0.40111163449913945,0.9240356083086053,bitcoin-otc,49,zscored,0.16174776213475006
tgt_in,3370,-1.1675791915248919,-1.1675791915249147,0.07216355217106006,0.10642410116340072,-10.971003548643761,0.0,0.3111191903454,"cluster_2way(u,v)",0.40111163449913945,0.9240356083086053,bitcoin-otc,49,zscored,0.0
const,3353,5.6844084707993,,0.22550859926056194,0.24710436966197966,23.004079120798824,0.0,294.24373979747975,"cluster_2way(u,v)",0.3958714613793016,0.9278258276170593,bitcoin-otc,50,raw,
src_out,3353,-2.412716590187282,-0.7534694953297721,0.23334449244098165,0.3136038206376725,-7.6935178445254175,1.4210854715202004e-14,0.08957163433669554,"cluster_2way(u,v)",0.3958714613793016,0.9278258276170593,bitcoin-otc,50,raw,2.842170943040401e-14
src_in,3353,-1.6980379625232769,-0.47460985208247386,0.24411797471178817,0.3655776852221345,-4.6448074681897085,3.4039374938732436e-06,0.1830423078318187,"cluster_2way(u,v)",0.3958714613793016,0.9278258276170593,bitcoin-otc,50,raw,4.538583325164325e-06
tgt_out,3353,-0.04013999397969215,-0.012466514466973501,0.2232360611198039,0.22913844438429923,-0.1751779108370458,0.8609398405389088,0.9606549438295775,"cluster_2way(u,v)",0.3958714613793016,0.9278258276170593,bitcoin-otc,50,raw,0.8609398405389088
tgt_in,3353,-3.9621562945756796,-1.1906586278242097,0.2475124638618956,0.3268009893100173,-12.124064565841966,0.0,0.019022052887820152,"cluster_2way(u,v)",0.3958714613793016,0.9278258276170593,bitcoin-otc,50,raw,0.0
const,3353,3.9027471300410066,,0.1423547536268419,0.1547876385551847,25.213558178611297,0.0,49.538350641695985,"cluster_2way(u,v)",0.3958714613793016,0.9278258276170593,bitcoin-otc,50,zscored,
src_out,3353,-0.7534694953297719,-0.7534694953297761,0.07287136735104104,0.09793562718073509,-7.693517844525397,1.4210854715202004e-14,0.4707305189392887,"cluster_2way(u,v)",0.3958714613793016,0.9278258276170593,bitcoin-otc,50,zscored,2.842170943040401e-14
src_in,3353,-0.47460985208247375,-0.4746098520824775,0.06823215877721951,0.10218073737886268,-4.644807468189719,3.4039374938732436e-06,0.622127730961137,"cluster_2way(u,v)",0.3958714613793016,0.9278258276170593,bitcoin-otc,50,zscored,4.538583325164325e-06
tgt_out,3353,-0.012466514466973253,-0.01246651446697343,0.06933173898601507,0.07116487693799643,-0.17517791083703985,0.8609398405389135,0.9876108706166186,"cluster_2way(u,v)",0.3958714613793016,0.9278258276170593,bitcoin-otc,50,zscored,0.8609398405389135
tgt_in,3353,-1.1906586278242095,-1.1906586278241997,0.0743794107755539,0.09820622625012425,-12.12406456584216,0.0,0.30402096144715357,"cluster_2way(u,v)",0.3958714613793016,0.9278258276170593,bitcoin-otc,50,zscored,0.0
const,3355,5.554165825029773,,0.21791058372271072,0.25357693075297494,21.903277275804047,0.0,258.31139772035664,"cluster_2way(u,v)",0.39614593132743836,0.9284649776453056,bitcoin-otc,51,raw,
src_out,3355,-2.1635008268975273,-0.6856047762674677,0.23826276159815407,0.31315448271560853,-6.9087333770096855,4.8900883342639645e-12,0.1149220936285878,"cluster_2way(u,v)",0.39614593132743836,0.9284649776453056,bitcoin-otc,51,raw,9.780176668527929e-12
src_in,3355,-1.369861047207788,-0.39103707252005043,0.2488137091261901,0.30925852857380554,-4.429501276893213,9.4451253944694e-06,0.25414227087759744,"cluster_2way(u,v)",0.39614593132743836,0.9284649776453056,bitcoin-otc,51,raw,1.25935005259592e-05
tgt_out,3355,0.059599296249070816,0.018145254528859036,0.22740865285215542,0.23642440158878117,0.25208606154255325,0.8009745434155671,1.0614111498929943,"cluster_2way(u,v)",0.39614593132743836,0.9284649776453056,bitcoin-otc,51,raw,0.8009745434155671
tgt_in,3355,-4.055592145379162,-1.238448253665111,0.24778761729701765,0.2675607126000897,-15.157651906245531,0.0,0.01732521809760318,"cluster_2way(u,v)",0.39614593132743836,0.9284649776453056,bitcoin-otc,51,raw,0.0
const,3355,3.8820992368314116,,0.1408089233828636,0.15260710124358662,25.43852288128406,0.0,48.52597573965673,"cluster_2way(u,v)",0.39614593132743836,0.9284649776453056,bitcoin-otc,51,zscored,
src_out,3355,-0.685604776267468,-0.6856047762674722,0.07550451810671259,0.0992374055928938,-6.908733377009634,4.8900883342639645e-12,0.503785459935328,"cluster_2way(u,v)",0.39614593132743836,0.9284649776453056,bitcoin-otc,51,zscored,9.780176668527929e-12
src_in,3355,-0.39103707252005054,-0.39103707252005204,0.07102573258643995,0.08828015798526188,-4.429501276893196,9.4451253944694e-06,0.6763550813871858,"cluster_2way(u,v)",0.39614593132743836,0.9284649776453056,bitcoin-otc,51,zscored,1.25935005259592e-05
tgt_out,3355,0.01814525452885881,0.018145254528858505,0.06923551363463701,0.0719803959720165,0.2520860615425492,0.8009745434155702,1.018310879914799,"cluster_2way(u,v)",0.39614593132743836,0.9284649776453056,bitcoin-otc,51,zscored,0.8009745434155702
tgt_in,3355,-1.2384482536651118,-1.2384482536651196,0.07566642081378291,0.08170449231353823,-15.157651906245357,0.0,0.2898336174254386,"cluster_2way(u,v)",0.39614593132743836,0.9284649776453056,bitcoin-otc,51,zscored,0.0
const,70792,5.224003406891635,,0.05185878677071187,0.07100918190147959,73.56799877147697,0.0,185.67603483209652,"cluster_2way(u,v)",0.21746457302330358,0.9374788111651035,epinions,42,raw,
src_out,70792,-2.699682098839161,-0.9613662672082738,0.047273499101158356,0.06835329395130674,-39.496005865677084,0.0,0.06722688084655754,"cluster_2way(u,v)",0.21746457302330358,0.9374788111651035,epinions,42,raw,0.0
src_in,70792,-0.8611778950945077,-0.25043241687676154,0.05844001466615183,0.09667094364669661,-8.908342699558778,0.0,0.4226639352169139,"cluster_2way(u,v)",0.21746457302330358,0.9374788111651035,epinions,42,raw,0.0
tgt_out,70792,0.0653642465166225,0.02517814194089245,0.043923658396698026,0.0539714072558046,1.2110902761312121,0.225860807713131,1.0675478041430448,"cluster_2way(u,v)",0.21746457302330358,0.9374788111651035,epinions,42,raw,0.225860807713131
tgt_in,70792,-2.362888282907365,-0.628394927075184,0.05628106937186346,0.09401414298335004,-25.133327900737594,0.0,0.09414790433580096,"cluster_2way(u,v)",0.21746457302330358,0.9374788111651035,epinions,42,raw,0.0
const,70792,3.4935717162415023,,0.026073153614339373,0.03867770587971025,90.32520509635961,0.0,32.90325918509107,"cluster_2way(u,v)",0.21746457302330346,0.9374788111651035,epinions,42,zscored,
src_out,70792,-0.9613662672082751,-0.9613662672084246,0.016834258888591414,0.024340847793009802,-39.49600586567737,0.0,0.3823701091884345,"cluster_2way(u,v)",0.21746457302330346,0.9374788111651035,epinions,42,zscored,0.0
src_in,70792,-0.2504324168767618,-0.2504324168768812,0.01699448418093881,0.028112122009985682,-8.908342699558785,0.0,0.7784640892704567,"cluster_2way(u,v)",0.21746457302330346,0.9374788111651035,epinions,42,zscored,0.0
tgt_out,70792,0.025178141940892802,0.025178141940900997,0.0169192817880046,0.020789649159204754,1.2110902761312359,0.2258608077131219,1.0254977884199494,"cluster_2way(u,v)",0.21746457302330346,0.9374788111651035,epinions,42,zscored,0.2258608077131219
tgt_in,70792,-0.6283949270751816,-0.6283949270752768,0.014967588074087546,0.025002456083690353,-25.133327900737616,0.0,0.5334473361011083,"cluster_2way(u,v)",0.21746457302330346,0.9374788111651035,epinions,42,zscored,0.0
const,70819,5.157480633184389,,0.05052970645329315,0.0679730191042084,75.87540911310022,0.0,173.72622372042997,"cluster_2way(u,v)",0.22866317258013402,0.9329699656871744,epinions,43,raw,
src_out,70819,-2.705477429199277,-0.9673763984463476,0.046070493395694134,0.06984054544304807,-38.73791952849905,0.0,0.06683840562137697,"cluster_2way(u,v)",0.22866317258013402,0.9329699656871744,epinions,43,raw,0.0
src_in,70819,-0.8460762180142342,-0.2451642540845854,0.05784983503011022,0.11388737252453039,-7.429060827898162,1.0946799022804043e-13,0.4290953095208448,"cluster_2way(u,v)",0.22866317258013402,0.9329699656871744,epinions,43,raw,1.4595732030405392e-13
tgt_out,70819,0.27369327273195126,0.10549685073369759,0.0431561788909643,0.05633089415958789,4.858670838005273,1.1817641394351597e-06,1.314811451857979,"cluster_2way(u,v)",0.22866317258013402,0.9329699656871744,epinions,43,raw,1.1817641394351597e-06
tgt_in,70819,-2.5657405255276693,-0.6812222892037425,0.05528302768221163,0.08967392794992758,-28.611889589138283,0.0,0.0768622419096,"cluster_2way(u,v)",0.22866317258013402,0.9329699656871744,epinions,43,raw,0.0
const,70819,3.435381379619167,,0.025367890308711744,0.0396406046493013,86.66319320837398,0.0,31.043249570887344,"cluster_2way(u,v)",0.22866317258013402,0.9329699656871744,epinions,43,zscored,
src_out,70819,-0.9673763984463493,-0.9673763984467473,0.01647306589763833,0.024972337446636933,-38.73791952849922,0.0,0.3800789067611712,"cluster_2way(u,v)",0.22866317258013402,0.9329699656871744,epinions,43,zscored,0.0
src_in,70819,-0.24516425408458614,-0.24516425408457918,0.01676292437028963,0.03300070624861841,-7.429060827898193,1.0946799022804043e-13,0.7825759863823109,"cluster_2way(u,v)",0.22866317258013402,0.9329699656871744,epinions,43,zscored,1.4595732030405392e-13
tgt_out,70819,0.10549685073369798,0.10549685073370622,0.01663482962972114,0.021713109253766596,4.8586708380052634,1.1817641394351597e-06,1.1112626048554672,"cluster_2way(u,v)",0.22866317258013402,0.9329699656871744,epinions,43,zscored,1.1817641394351597e-06
tgt_in,70819,-0.6812222892037393,-0.6812222892036942,0.01467803556014105,0.023809063259574114,-28.611889589138112,0.0,0.505998138171837,"cluster_2way(u,v)",0.22866317258013402,0.9329699656871744,epinions,43,zscored,0.0
const,70463,5.138162783615791,,0.05071209309606457,0.07654621884515711,67.12497182923713,0.0,170.40241445229154,"cluster_2way(u,v)",0.21758613102219715,0.9359663937101741,epinions,44,raw,
src_out,70463,-2.588515435319081,-0.9243812129413614,0.046219252734125464,0.07073262457632119,-36.59577812676875,0.0,0.07513149489766782,"cluster_2way(u,v)",0.21758613102219715,0.9359663937101741,epinions,44,raw,0.0
src_in,70463,-0.723203208291325,-0.21077637876881267,0.05795374791498826,0.12253314954553761,-5.902102500210013,3.588980668212116e-09,0.4851955816049867,"cluster_2way(u,v)",0.21758613102219715,0.9359663937101741,epinions,44,raw,4.7853075576161546e-09
tgt_out,70463,0.14883069221336903,0.05749459946135712,0.04374082202624419,0.05426025849045118,2.742904224084383,0.006089844483045503,1.1604764948687605,"cluster_2way(u,v)",0.21758613102219715,0.9359663937101741,epinions,44,raw,0.006089844483045503
tgt_in,70463,-2.5509500048421176,-0.6784519254207064,0.05627687309296335,0.09719613503468877,-26.24538520931617,0.0,0.07800752326392733,"cluster_2way(u,v)",0.21758613102219715,0.9359663937101741,epinions,44,raw,0.0
const,70463,3.447850958320159,,0.025433939780117428,0.04330957848595819,79.60943234388715,0.0,31.432769341058844,"cluster_2way(u,v)",0.21758613102219715,0.9359663937101741,epinions,44,zscored,
src_out,70463,-0.9243812129413613,-0.9243812129410668,0.016505294239571623,0.025259230989413115,-36.59577812676865,0.0,0.39677686351655045,"cluster_2way(u,v)",0.21758613102219715,0.9359663937101741,epinions,44,zscored,0.0
src_in,70463,-0.2107763787688131,-0.2107763787688134,0.016890523965542525,0.035712083746650095,-5.902102500210019,3.588980668212116e-09,0.8099551698035701,"cluster_2way(u,v)",0.21758613102219715,0.9359663937101741,epinions,44,zscored,4.7853075576161546e-09
