term,n,beta,beta_std,se_naive,se_robust,z,p,odds_ratio,cov_method,pseudo_r2,base_rate,dataset,seed,scale,p_fdr
src_out,2348,-1.090732246956691,-1.0907322469566878,0.1035149117337547,0.14187598119275202,-7.687927426382535,1.4876988529977098e-14,0.3359703903176526,"cluster_2way(u,v)",0.4090291081196167,0.9433560477001703,bitcoin-alpha,44,zscored,2.9753977059954195e-14
src_in,2348,0.05034607059086742,0.05034607059086806,0.10252197900104719,0.13740852566874576,0.36639699280551175,0.7140688633594439,1.051634973345436,"cluster_2way(u,v)",0.4090291081196167,0.9433560477001703,bitcoin-alpha,44,zscored,0.7140688633594439
tgt_out,2348,0.09700379783865251,0.09700379783865018,0.0928035383237374,0.11217283024680916,0.864770886365434,0.3871645535664978,1.1018645583168736,"cluster_2way(u,v)",0.4090291081196167,0.9433560477001703,bitcoin-alpha,44,zscored,0.5162194047553305
tgt_in,2348,-1.1277764346278607,-1.1277764346278651,0.08774373970810091,0.09382172797754391,-12.020418499409777,0.0,0.32375234115496104,"cluster_2way(u,v)",0.4090291081196167,0.9433560477001703,bitcoin-alpha,44,zscored,0.0
const,2356,5.906093222063803,,0.30555066175118223,0.28177264667491775,20.960491700522255,0.0,367.26851244092956,"cluster_2way(u,v)",0.40056103961054323,0.950339558573854,bitcoin-alpha,45,raw,
src_out,2356,-3.381509978924107,-0.9708622112943073,0.3694154967099449,0.5141024234691541,-6.577502506418345,4.784150853254232e-11,0.03399608259071875,"cluster_2way(u,v)",0.40056103961054323,0.950339558573854,bitcoin-alpha,45,raw,9.568301706508464e-11
src_in,2356,-0.45504817497058925,-0.11223266988451296,0.39402493918287496,0.5138166842693488,-0.8856235869757153,0.37582039700384495,0.6344174041722422,"cluster_2way(u,v)",0.40056103961054323,0.950339558573854,bitcoin-alpha,45,raw,0.5010938626717932
tgt_out,2356,0.05734399937887573,0.016024260300264145,0.35153024551412015,0.35686501789736663,0.16068820563232594,0.8723389792566465,1.0590200499822233,"cluster_2way(u,v)",0.40056103961054323,0.950339558573854,bitcoin-alpha,45,raw,0.8723389792566465
tgt_in,2356,-4.287047368405615,-1.1176052632022293,0.34038785251758935,0.3862160489853559,-11.100127453709637,0.0,0.013745450691634575,"cluster_2way(u,v)",0.40056103961054323,0.950339558573854,bitcoin-alpha,45,raw,0.0
const,2356,4.3667352178062915,,0.2030428138204925,0.19876236157676375,21.969628370106786,0.0,78.7859922554444,"cluster_2way(u,v)",0.40056103961054323,0.950339558573854,bitcoin-alpha,45,zscored,
src_out,2356,-0.9708622112943069,-0.9708622112943186,0.10606254254979972,0.14760347264740328,-6.577502506418075,4.784150853254232e-11,0.37875632929271896,"cluster_2way(u,v)",0.40056103961054323,0.950339558573854,bitcoin-alpha,45,zscored,9.568301706508464e-11
src_in,2356,-0.11223266988451294,-0.11223266988451469,0.09718195425887671,0.12672728181029283,-0.8856235869757081,0.3758203970038487,0.8938362645240043,"cluster_2way(u,v)",0.40056103961054323,0.950339558573854,bitcoin-alpha,45,zscored,0.5010938626717983
tgt_out,2356,0.016024260300264243,0.016024260300264583,0.09823193740492986,0.09972269114094011,0.16068820563232525,0.8723389792566469,1.0161533372921396,"cluster_2way(u,v)",0.40056103961054323,0.950339558573854,bitcoin-alpha,45,zscored,0.8723389792566469
tgt_in,2356,-1.1176052632022289,-1.1176052632022448,0.088736891107699,0.10068400276149023,-11.100127453709977,0.0,0.3270620851697175,"cluster_2way(u,v)",0.40056103961054323,0.950339558573854,bitcoin-alpha,45,zscored,0.0
const,2347,5.308331343348374,,0.2526145447517605,0.24608438400099283,21.57118325446834,0.0,202.01285689046827,"cluster_2way(u,v)",0.33140511991314914,0.9475926714955262,bitcoin-alpha,46,raw,
src_out,2347,-2.9929202737792258,-0.8592168710171881,0.33940079506777365,0.5874711024023456,-5.094582970192537,3.49509745145582e-07,0.05014079785773231,"cluster_2way(u,v)",0.33140511991314914,0.9475926714955262,bitcoin-alpha,46,raw,6.99019490291164e-07
src_in,2347,-0.6625086397568722,-0.1697271021234982,0.3563434635298669,0.5697474741982733,-1.162811016738826,0.24490618637651362,0.5155563656698687,"cluster_2way(u,v)",0.33140511991314914,0.9475926714955262,bitcoin-alpha,46,raw,0.3265415818353515
tgt_out,2347,0.0538875618625173,0.01490165353776054,0.33196048407686973,0.455241863440212,0.11837127951128001,0.9057734813920679,1.0553659321039168,"cluster_2way(u,v)",0.33140511991314914,0.9475926714955262,bitcoin-alpha,46,raw,0.9057734813920679
tgt_in,2347,-3.3927498000758183,-0.9064957910437866,0.3032156842655785,0.3358090108850252,-10.103212510987186,0.0,0.03361611210294723,"cluster_2way(u,v)",0.33140511991314914,0.9475926714955262,bitcoin-alpha,46,raw,0.0
const,2347,3.9652842230420706,,0.16933765390291278,0.17946286310558365,22.095291217488093,0.0,52.73525583463762,"cluster_2way(u,v)",0.33140511991314914,0.9475926714955262,bitcoin-alpha,46,zscored,
src_out,2347,-0.8592168710171882,-0.8592168710171687,0.09743623701363958,0.16865303324027017,-5.094582970192489,3.49509745145582e-07,0.4234936026034677,"cluster_2way(u,v)",0.33140511991314914,0.9475926714955262,bitcoin-alpha,46,zscored,6.99019490291164e-07
src_in,2347,-0.16972710212349815,-0.16972710212349534,0.09129110142287315,0.14596275721527438,-1.1628110167388435,0.2449061863765063,0.8438950823514009,"cluster_2way(u,v)",0.33140511991314914,0.9475926714955262,bitcoin-alpha,46,zscored,0.3265415818353417
tgt_out,2347,0.014901653537760271,0.014901653537760014,0.09179780919688602,0.12588909741691415,0.11837127951127976,0.9057734813920681,1.01501323674598,"cluster_2way(u,v)",0.33140511991314914,0.9475926714955262,bitcoin-alpha,46,zscored,0.9057734813920681
tgt_in,2347,-0.9064957910437862,-0.9064957910437846,0.08101503434148381,0.08972352012371788,-10.103212510987511,0.0,0.40393722730804044,"cluster_2way(u,v)",0.33140511991314914,0.9475926714955262,bitcoin-alpha,46,zscored,0.0
