term,n,beta,beta_std,se_naive,se_robust,z,p,odds_ratio,cov_method,pseudo_r2,base_rate,dataset,model,spec,node_variant,twohop_variant,pooled,pooled_spec,p_fdr
ds_epinions,151427,3.9413590495580806,1.970272103559263,0.05339677776239686,0.08942514627358021,44.07439309632437,0.0,51.48852923490251,"cluster_2way(u,v)",0.20454489399541753,0.8682269344304516,POOLED,GINEConv,marginal3,in_in,inout,True,interacted,
ds_wiki-elec,151427,5.153309022497993,0.9882299497197765,0.2656419959333625,0.29751792876607114,17.321003288342585,0.0,173.00301507031025,"cluster_2way(u,v)",0.20454489399541753,0.8682269344304516,POOLED,GINEConv,marginal3,in_in,inout,True,interacted,
ds_wiki-rfa,151427,5.345704464489441,1.3976479976610114,0.24937241431760762,0.27712417092299935,19.28992497004088,0.0,209.7055626979339,"cluster_2way(u,v)",0.20454489399541753,0.8682269344304516,POOLED,GINEConv,marginal3,in_in,inout,True,interacted,
ds_slashdot090221,151427,4.162062450359422,1.969269557131147,0.0571813234158848,0.0851226237029636,48.89490325019807,0.0,64.2038032990491,"cluster_2way(u,v)",0.20454489399541753,0.8682269344304516,POOLED,GINEConv,marginal3,in_in,inout,True,interacted,
b_src_x_bitcoin-otc,151427,0.13938897572902417,0.007386197228360281,0.4921830143293467,0.6917468392383451,0.2015028733380261,0.8403053829128586,1.1495711683318708,"cluster_2way(u,v)",0.20454489399541753,0.8682269344304516,POOLED,GINEConv,marginal3,in_in,inout,True,interacted,
b_tgt_x_bitcoin-otc,151427,0.6457523412569599,0.036691992373707176,0.3589863289274978,0.5751486028720715,1.1227573848433612,0.2615405488341813,1.9074215214954533,"cluster_2way(u,v)",0.20454489399541753,0.8682269344304516,POOLED,GINEConv,marginal3,in_in,inout,True,interacted,
b_2hop_x_bitcoin-otc,151427,-0.3715699422258359,-0.03022999927850577,0.6562301609309824,0.6490251917707043,-0.5725046530352689,0.5669801344409615,0.6896507684324388,"cluster_2way(u,v)",0.20454489399541753,0.8682269344304516,POOLED,GINEConv,marginal3,in_in,inout,True,interacted,
b_src_x_epinions,151427,0.6068056335913988,0.15808444878195188,0.42521942609413377,0.6241976649772201,0.9721369810211387,0.3309824066480642,1.8345617664134004,"cluster_2way(u,v)",0.20454489399541753,0.8682269344304516,POOLED,GINEConv,marginal3,in_in,inout,True,interacted,
b_tgt_x_epinions,151427,1.143869135615129,0.27755580289412557,0.2889050074084955,0.4855866284984641,2.355643809946358,0.018490638241570823,3.1388896904322,"cluster_2way(u,v)",0.20454489399541753,0.8682269344304516,POOLED,GINEConv,marginal3,in_in,inout,True,interacted,
b_2hop_x_epinions,151427,-0.8500487203096171,-0.34335461000220796,0.5397567483004508,0.5271448262979176,-1.6125525242833538,0.10684175995894019,0.4273941086681696,"cluster_2way(u,v)",0.20454489399541753,0.8682269344304516,POOLED,GINEConv,marginal3,in_in,inout,True,interacted,
b_src_x_wiki-elec,151427,2.4163631848738545,0.2422165679415185,0.4522118247637037,0.643947292083925,3.7524238622917174,0.0001751330300903131,11.205034484795968,"cluster_2way(u,v)",0.20454489399541753,0.8682269344304516,POOLED,GINEConv,marginal3,in_in,inout,True,interacted,
b_tgt_x_wiki-elec,151427,-0.2846124373965393,-0.03154978241143963,0.3340433308869328,0.5298616677615078,-0.5371447959217992,0.5911676000131492,0.7523057634069878,"cluster_2way(u,v)",0.20454489399541753,0.8682269344304516,POOLED,GINEConv,marginal3,in_in,inout,True,interacted,
b_2hop_x_wiki-elec,151427,-2.122091502198648,-0.3131465143749952,0.6349289169013096,0.6714014076163876,-3.1606896829908466,0.0015739608557270302,0.11978084444564897,"cluster_2way(u,v)",0.20454489399541753,0.8682269344304516,POOLED,GINEConv,marginal3,in_in,inout,True,interacted,
b_src_x_wiki-rfa,151427,2.102724233211655,0.30573966531491514,0.43813885463097335,0.6287261338565947,3.3444199628120796,0.0008245481726507631,8.188446793788101,"cluster_2way(u,v)",0.20454489399541753,0.8682269344304516,POOLED,GINEConv,marginal3,in_in,inout,True,interacted,
b_tgt_x_wiki-rfa,151427,-0.5857578448164412,-0.0913655470179138,0.3194989766366113,0.5013121123306238,-1.1684494158603613,0.24262553201274928,0.5566838219631456,"cluster_2way(u,v)",0.20454489399541753,0.8682269344304516,POOLED,GINEConv,marginal3,in_in,inout,True,interacted,
b_2hop_x_wiki-rfa,151427,-1.600035253635865,-0.3376571215277681,0.6172954877109497,0.6177458326603387,-2.590119057129485,0.009594274378800671,0.2018894005337865,"cluster_2way(u,v)",0.20454489399541753,0.8682269344304516,POOLED,GINEConv,marginal3,in_in,inout,True,interacted,
b_src_x_slashdot090221,151427,0.9974540692360069,0.3212498950620952,0.42374106783535365,0.6145920195189318,1.6229531747202932,0.10459941507567971,2.711370073285196,"cluster_2way(u,v)",0.20454489399541753,0.8682269344304516,POOLED,GINEConv,marginal3,in_in,inout,True,interacted,
b_tgt_x_slashdot090221,151427,1.6893669982579826,0.5549503758546239,0.2882106867488198,0.4804607310919119,3.516139590469065,0.00043787070248590965,5.416051249944095,"cluster_2way(u,v)",0.20454489399541753,0.8682269344304516,POOLED,GINEConv,marginal3,in_in,inout,True,interacted,
b_2hop_x_slashdot090221,151427,-2.1088667002997323,-0.7894471786335139,0.540098014627401,0.5266753962775421,-4.004110910068833,6.225115599778341e-05,0.12137544327091683,"cluster_2way(u,v)",0.20454489399541753,0.8682269344304516,POOLED,GINEConv,marginal3,in_in,inout,True,interacted,
b_src,142099,-1.3769505491468284,-0.5166045525290249,0.024637343494316472,0.04860892956844121,-28.32711111665371,0.0,0.2523469004163606,"cluster_2way(u,v)",0.23641364075527205,0.8748548547139671,POOLED,GINEConv,marginal3,out_in,out,True,shared_slope,0.0
