term,n,beta,beta_std,se_naive,se_robust,z,p,odds_ratio,cov_method,pseudo_r2,base_rate,dataset,model,spec,node_variant,twohop_variant,pooled,pooled_spec,p_fdr
b_2hop,76219,-0.2838437535886145,-0.07141022821822451,0.07349713193903958,0.12044052103027651,-2.356713099217343,0.018437485489471106,0.7528842709821447,"cluster_2way(u,v)",0.1035687967290142,0.9289153623112347,epinions,SiGAT,marginal3,out_out,inout,False,,0.024395080341352276
const,70569,4.296220713139286,,0.05670656167727486,0.07657563427305253,56.104278520500024,0.0,73.42178670262298,"cluster_2way(u,v)",0.10248119868186745,0.9374229477532627,epinions,SiGAT,marginal3,in_in,out,False,,
b_src,70569,-0.8617121263748042,-0.2505645385426556,0.05189569492200004,0.09768273457057919,-8.821539754829315,0.0,0.42243819522571896,"cluster_2way(u,v)",0.10248119868186745,0.9374229477532627,epinions,SiGAT,marginal3,in_in,out,False,,0.0
b_tgt,70569,-2.789244573537779,-0.7409177726632767,0.05330834848740326,0.0901376605567032,-30.94427519319896,0.0,0.06146763065534284,"cluster_2way(u,v)",0.10248119868186745,0.9374229477532627,epinions,SiGAT,marginal3,in_in,out,False,,0.0
b_2hop,70569,-0.18899376276725346,-0.06001153444386418,0.05627685045363936,0.08011722286738325,-2.3589654758764143,0.01832596060012537,0.827791669807942,"cluster_2way(u,v)",0.10248119868186745,0.9374229477532627,epinions,SiGAT,marginal3,in_in,out,False,,0.024284708525319505
const,76942,3.728471287920832,,0.041610922479064165,0.06339216946598086,58.81595975227982,0.0,41.61544148434,"cluster_2way(u,v)",0.07377715954606434,0.9321566894543942,epinions,SiGAT,marginal3,in_in,in,False,,
b_src,76942,-0.894355571722352,-0.260217811895522,0.06301024184799038,0.10901600299890132,-8.203892521461876,2.220446049250313e-16,0.40887100179497926,"cluster_2way(u,v)",0.07377715954606434,0.9321566894543942,epinions,SiGAT,marginal3,in_in,in,False,,4.3700806071805707e-16
b_tgt,76942,-2.254074657046817,-0.6128734940616172,0.04743937505608689,0.07664172751759213,-29.41054083794527,0.0,0.10497063264429923,"cluster_2way(u,v)",0.07377715954606434,0.9321566894543942,epinions,SiGAT,marginal3,in_in,in,False,,0.0
b_2hop,76942,0.09619985467743108,0.025277131637652862,0.07698951933382378,0.13049230789862348,0.73720709079777,0.4609964220146794,1.100979077826307,"cluster_2way(u,v)",0.07377715954606434,0.9321566894543942,epinions,SiGAT,marginal3,in_in,in,False,,0.5035409717075638
const,77253,3.450183119878254,,0.050636752402812374,0.07777699617394893,44.35994303716602,0.0,31.506161184934296,"cluster_2way(u,v)",0.0745709958694657,0.9317825844951005,epinions,SiGAT,marginal3,in_in,inout,False,,
b_src,77253,-0.9544990384679382,-0.27787504692355186,0.05196713825393918,0.09402665341639199,-10.151366700684223,0.0,0.38500496892923464,"cluster_2way(u,v)",0.0745709958694657,0.9317825844951005,epinions,SiGAT,marginal3,in_in,inout,False,,0.0
b_tgt,77253,-2.274109725176524,-0.618245825887848,0.046696869721597443,0.07429253879741571,-30.61020341999175,0.0,0.10288846668475235,"cluster_2way(u,v)",0.0745709958694657,0.9317825844951005,epinions,SiGAT,marginal3,in_in,inout,False,,0.0
b_2hop,77253,0.48099219902270146,0.12110309055432789,0.06771874599430118,0.10308726170999945,4.665874241337476,3.0730761890751523e-06,1.6176786653779331,"cluster_2way(u,v)",0.0745709958694657,0.9317825844951005,epinions,SiGAT,marginal3,in_in,inout,False,,5.000259561884994e-06
const,75997,4.137228617881097,,0.05089928734195231,0.06917546438769359,59.80774620744166,0.0,62.62901179055698,"cluster_2way(u,v)",0.171629116118319,0.9290235140860823,epinions,SiGAT,marginal3,out_in,out,False,,
b_src,75997,-2.112584238420038,-0.7465797180157691,0.03949412885714503,0.05956488818985292,-35.466938705341576,0.0,0.1209250631050968,"cluster_2way(u,v)",0.171629116118319,0.9290235140860823,epinions,SiGAT,marginal3,out_in,out,False,,0.0
b_tgt,75997,-2.515705013070279,-0.6729576561404903,0.04995463859539959,0.07859790684924343,-32.00727746981337,0.0,0.08080592288816484,"cluster_2way(u,v)",0.171629116118319,0.9290235140860823,epinions,SiGAT,marginal3,out_in,out,False,,0.0
b_2hop,75997,0.4121214674307127,0.13058106696473,0.05164953061198,0.07194038382458072,5.728652608187757,1.0123145877116713e-08,1.510017843177281,"cluster_2way(u,v)",0.171629116118319,0.9290235140860823,epinions,SiGAT,marginal3,out_in,out,False,,1.7116238821582855e-08
const,76942,5.0165723698347975,,0.05500515312732615,0.07595800171671611,66.04402770552083,0.0,150.8932102655604,"cluster_2way(u,v)",0.19363357604682108,0.9321566894543942,epinions,SiGAT,marginal3,out_in,in,False,,
b_src,76942,-2.7459687205154695,-0.993840405994711,0.043217009694822596,0.06307694901678072,-43.53363254435378,0.0,0.06418609243348933,"cluster_2way(u,v)",0.19363357604682108,0.9321566894543942,epinions,SiGAT,marginal3,out_in,in,False,,0.0
b_tgt,76942,-1.9078059630074549,-0.5187244809681041,0.0494817591521166,0.07578830187979299,-25.172828994551235,0.0,0.148405637116887,"cluster_2way(u,v)",0.19363357604682108,0.9321566894543942,epinions,SiGAT,marginal3,out_in,in,False,,0.0
b_2hop,76942,-0.632090385611004,-0.16608582141374567,0.06696920717322441,0.11021430532122749,-5.735102932135091,9.74531433328707e-09,0.5314796415955336,"cluster_2way(u,v)",0.19363357604682108,0.9321566894543942,epinions,SiGAT,marginal3,out_in,in,False,,1.6509708988156918e-08
