term,n,beta,beta_std,se_naive,se_robust,z,p,odds_ratio,cov_method,pseudo_r2,base_rate,dataset,model,spec,pooled,pooled_spec,p_fdr
src_in,70792,-1.391391911760811,-0.40461981347865406,0.05229233050530666,0.13916546784814243,-9.99811183963467,0.0,0.24872885495544808,"cluster_2way(u,v)",0.22936088620959383,0.9242993558594191,epinions,GINEConv,node4,False,,0.0
tgt_out,70792,0.22874230809141402,0.08811095679881117,0.041470988901591885,0.055127353735163316,4.149343158939069,3.3343064991919746e-05,1.2570180738834498,"cluster_2way(u,v)",0.22936088620959383,0.9242993558594191,epinions,GINEConv,node4,False,,5.7159539986148135e-05
tgt_in,70792,-3.317846741843157,-0.88235998141297,0.05312811661152951,0.11876467038724448,-27.93631078185941,0.0,0.03623076200577846,"cluster_2way(u,v)",0.22936088620959383,0.9242993558594191,epinions,GINEConv,node4,False,,0.0
const,70792,5.20229353322867,,0.05156246228989634,0.07127035359618038,72.99379434406902,0.0,181.68847292273844,"cluster_2way(u,v)",0.21539378721770064,0.9372810487060684,epinions,SiGAT,node4,False,,
src_out,70792,-2.6770633325647872,-0.9533116451802205,0.047046008994082844,0.06861895782785463,-39.01346533534908,0.0,0.06876479727081077,"cluster_2way(u,v)",0.21539378721770064,0.9372810487060684,epinions,SiGAT,node4,False,,0.0
src_in,70792,-0.8609369066630188,-0.2503623369133987,0.05827192633888367,0.0964950487408496,-8.922083753490611,0.0,0.4227658046098884,"cluster_2way(u,v)",0.21539378721770064,0.9372810487060684,epinions,SiGAT,node4,False,,0.0
tgt_out,70792,0.06313670761259838,0.024320099605927008,0.04381917928623269,0.0531929371999012,1.1869377954319027,0.23525215768704144,1.0651724464604315,"cluster_2way(u,v)",0.21539378721770064,0.9372810487060684,epinions,SiGAT,node4,False,,0.28587603972096176
tgt_in,70792,-2.3541369491497037,-0.626067566201529,0.05615124435518631,0.09361269336316813,-25.14762544024759,0.0,0.09497543980733003,"cluster_2way(u,v)",0.21539378721770064,0.9372810487060684,epinions,SiGAT,node4,False,,0.0
const,4117,5.600083891446079,,0.21856623342610518,0.24111120654687082,23.226145195194196,0.0,270.4490948401563,"cluster_2way(u,v)",0.24416746076050844,0.8477046393004615,wiki-elec,walk_full,node4,False,,
src_out,4117,-2.1714544382085665,-0.6405213383330615,0.19653090750087093,0.2403589647067837,-9.034214475243498,0.0,0.11401167332883431,"cluster_2way(u,v)",0.24416746076050844,0.8477046393004615,wiki-elec,walk_full,node4,False,,0.0
