exp_id,change,seed,best_epoch,val_auc,test_auc,train_auc,train_loss,val_loss,gap_loss,gap_auc,runtime_per_epoch_min,runtime_total_min,verdict,status,return_code,run_log,event_file,tmp_data_dir,cache_path,num_walks,max_walk_length,batch_size,epochs
E13_DYNAMIC_RESPLIT_PLUS_NODE_REPLACE_P20,Dynamic train/mask resplit + node replacement p=0.2 (70% UNK / 30% random node),42,,,0.8396984338760376,,,,,,0.6364265065987904,31.821325329939523,Baseline,ok,0,/home/eng/shilo_avital/yolo_lab/walk_to_paint/outputs/transformer_incremental/wiki-rfa_seed42_nw500000_mw80_bs1024_ep50_20260324-115052/artifacts/E13_DYNAMIC_RESPLIT_PLUS_NODE_REPLACE_P20/run.log,/home/eng/shilo_avital/yolo_lab/walk_to_paint/outputs/transformer_incremental/wiki-rfa_seed42_nw500000_mw80_bs1024_ep50_20260324-115052/runs/wiki-rfa/E13_DYNAMIC_RESPLIT_PLUS_NODE_REPLACE_P20/logs/wiki-rfa-E13_DYNAMIC_RESPLIT_PLUS_NODE_REPLACE_P20/version_0/events.out.tfevents.1774347752.seqspace02.3741692.1,/home/eng/shilo_avital/yolo_lab/walk_to_paint/tmp/transformer_incremental/wiki-rfa_seed42_nw500000_mw80_bs1024_ep50_20260324-115052/tmp_data,/home/eng/shilo_avital/yolo_lab/walk_to_paint/tmp/transformer_incremental/wiki-rfa_seed42_nw500000_mw80_bs1024_ep50_20260324-115052/tmp_data/dataset_cache.pt,500000,80,1024,50
