term,n,beta,beta_std,se_naive,se_robust,z,p,odds_ratio,cov_method,pseudo_r2,base_rate,seed,scale,p_fdr
tgt_in,127068,-2.4381782444066347,-0.7989806075452454,0.035933670497605,0.051925848078009366,-46.955000922540634,0.0,0.0873197819529553,"cluster_2way(u,v)",0.2447981788384903,0.896748197815343,45,raw,0.0
ds_bitcoin-alpha,127068,4.7140979663995495,0.6359224751276177,0.10526899219202342,0.1287569527678353,36.6123759926165,0.0,111.50818166834375,"cluster_2way(u,v)",0.2447981788384903,0.896748197815343,45,raw,
ds_bitcoin-otc,127068,4.638011330641991,0.7438329973516059,0.07907833490892151,0.10785523368129772,43.00219073602758,0.0,103.33863672528261,"cluster_2way(u,v)",0.2447981788384903,0.896748197815343,45,raw,
ds_epinions,127068,5.063718572144724,2.5159195037707827,0.03352630417341657,0.04888514298956161,103.5839983781161,0.0,158.1776189428362,"cluster_2way(u,v)",0.2447981788384903,0.896748197815343,45,raw,
ds_wiki-elec,127068,5.363318787747115,0.9419015909547326,0.06329623582618625,0.07594442490487094,70.62162620186122,0.0,213.43210820613848,"cluster_2way(u,v)",0.2447981788384903,0.896748197815343,45,raw,
ds_wiki-rfa,127068,5.300093238267756,1.4183564314541766,0.04889166717933767,0.05955444013005173,88.9957696973341,0.0,200.35548990275007,"cluster_2way(u,v)",0.2447981788384903,0.896748197815343,45,raw,
ds_slashdot090221,127068,5.0340172180003115,2.283131172637093,0.04129318291697014,0.05406844420700849,93.10453244644664,0.0,153.54861362073362,"cluster_2way(u,v)",0.2447981788384903,0.896748197815343,45,raw,
src_out,127068,-1.0038698974751525,-1.003869897475704,0.012040427052158307,0.01823940658911878,-55.03851743038826,0.0,0.3664585366016969,"cluster_2way(u,v)",0.2447981788384903,0.896748197815343,45,zscored,0.0
src_in,127068,-0.14497293775347983,-0.14497293775347364,0.010646861882149538,0.015755681532980282,-9.201311758556301,0.0,0.8650457028740418,"cluster_2way(u,v)",0.2447981788384903,0.896748197815343,45,zscored,0.0
tgt_out,127068,0.0008592204132415611,0.0008592204132416187,0.010288231049793883,0.012041292978500375,0.07135615874272737,0.9431143008776979,1.0008595896488448,"cluster_2way(u,v)",0.2447981788384903,0.896748197815343,45,zscored,0.9431143008776979
tgt_in,127068,-0.7989806075452454,-0.7989806075453607,0.011775310501342838,0.01701587885949112,-46.95500092254065,0.0,0.4497872402148583,"cluster_2way(u,v)",0.2447981788384903,0.896748197815343,45,zscored,0.0
ds_bitcoin-alpha,127068,2.6174921756094136,0.35309450817629284,0.10306457066045849,0.12634203841948866,20.717507872705472,0.0,13.701319959605346,"cluster_2way(u,v)",0.2447981788384903,0.896748197815343,45,zscored,
ds_bitcoin-otc,127068,2.5414055398518545,0.4075844506253752,0.07502951221377822,0.10482847097113422,24.243466648976128,0.0,12.697505284174815,"cluster_2way(u,v)",0.2447981788384903,0.896748197815343,45,zscored,
ds_epinions,127068,2.9671127813545883,1.4742163906110988,0.018871608571099922,0.03237318968424373,91.6533962298656,0.0,19.435723326834523,"cluster_2way(u,v)",0.2447981788384903,0.896748197815343,45,zscored,
ds_wiki-elec,127068,3.266712996956979,0.5736974233296982,0.054184062579530144,0.06273307906219001,52.07321314036802,0.0,26.22499587414218,"cluster_2way(u,v)",0.2447981788384903,0.896748197815343,45,zscored,
ds_wiki-rfa,127068,3.20348744747762,0.8572843570762598,0.03565855701549536,0.04120549845579977,77.74417414010729,0.0,24.618235467114395,"cluster_2way(u,v)",0.2447981788384903,0.896748197815343,45,zscored,
ds_slashdot090221,127068,2.9374114272101757,1.3322353313261057,0.02332971716099016,0.031174824499661122,94.22383202965925,0.0,18.866944587338235,"cluster_2way(u,v)",0.2447981788384903,0.896748197815343,45,zscored,
src_out,127143,-2.6547558567420753,-0.9916508184932579,0.0320793893408115,0.047522584886052224,-55.863035714651126,0.0,0.07031600374801286,"cluster_2way(u,v)",0.24589045524998987,0.896329329967045,46,raw,0.0
src_in,127143,-0.42464361732516065,-0.1432986626808257,0.03157454242744928,0.04813746694697116,-8.821478242570459,0.0,0.6540028188767296,"cluster_2way(u,v)",0.24589045524998987,0.896329329967045,46,raw,0.0
